iy	id	it	imin	Tiair	Tsurf	Troof	Troad	Twall	Twall_n	Twall_e	Twall_s	Twall_w				
2004	51	4	40	20	-1.439	-1.439	-1.439	-1.439	-1.439	-1.439	-1.439	-1.439				
2004	51	4	50	20	-1.72	-1.72	-1.72	-1.72	-1.72	-1.72	-1.72	-1.72				
2004	51	5	0	20	-1.878	-1.878	-1.878	-1.878	-1.878	-1.878	-1.878	-1.878				
2004	51	5	10	20	-1.705	-1.705	-1.705	-1.705	-1.705	-1.705	-1.705	-1.705				
2004	51	5	20	20	-1.468	-1.468	-1.468	-1.468	-1.468	-1.468	-1.468	-1.468				
2004	51	5	30	20	-1.317	-1.317	-1.317	-1.317	-1.317	-1.317	-1.317	-1.317				
2004	51	5	40	20	-1.166	-1.166	-1.166	-1.166	-1.166	-1.166	-1.166	-1.166				
2004	51	5	50	20	-1.063	-1.063	-1.063	-1.063	-1.063	-1.063	-1.063	-1.063				
2004	51	6	0	20	-0.951	-0.951	-0.951	-0.951	-0.951	-0.951	-0.951	-0.951				
2004	51	6	10	20	-0.909	-0.909	-0.909	-0.909	-0.909	-0.909	-0.909	-0.909				
2004	51	6	20	20	-0.815	-0.815	-0.815	-0.815	-0.815	-0.815	-0.815	-0.815				
2004	51	6	30	20	-0.718	-0.718	-0.718	-0.718	-0.718	-0.718	-0.718	-0.718				
2004	51	6	40	20	-0.645	-0.645	-0.645	-0.645	-0.645	-0.645	-0.645	-0.645				
2004	51	6	50	20	-0.65	-0.65	-0.65	-0.65	-0.65	-0.65	-0.65	-0.65				
2004	51	7	0	20	-0.81	-0.81	-0.81	-0.81	-0.81	-0.81	-0.81	-0.81				
2004	51	7	10	20	-0.739	-0.739	-0.739	-0.739	-0.739	-0.739	-0.739	-0.739				
2004	51	7	20	20	-0.679	-0.679	-0.679	-0.679	-0.679	-0.679	-0.679	-0.679				
2004	51	7	30	20	-0.692	-0.692	-0.692	-0.692	-0.692	-0.692	-0.692	-0.692				
2004	51	7	40	20	-1.024	-1.024	-1.024	-1.024	-1.024	-1.024	-1.024	-1.024				
2004	51	7	50	20	-1.306	-1.306	-1.306	-1.306	-1.306	-1.306	-1.306	-1.306				
2004	51	8	0	20	-1.473	-1.473	-1.473	-1.473	-1.473	-1.473	-1.473	-1.473				
2004	51	8	10	20	-1.614	-1.614	-1.614	-1.614	-1.614	-1.614	-1.614	-1.614				
2004	51	8	20	20	-1.691	-1.691	-1.691	-1.691	-1.691	-1.691	-1.691	-1.691				
2004	51	8	30	20	-1.662	-1.662	-1.662	-1.662	-1.662	-1.662	-1.662	-1.662				
2004	51	8	40	20	-1.624	-1.624	-1.624	-1.624	-1.624	-1.624	-1.624	-1.624				
2004	51	8	50	20	-1.304	-1.304	-1.304	-1.304	-1.304	-1.304	-1.304	-1.304				
2004	51	9	0	20	-0.443	-0.443	-0.443	-0.443	-0.443	-0.443	-0.443	-0.443				
2004	51	9	10	20	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12				
2004	51	9	20	20	0.682	0.682	0.682	0.682	0.682	0.682	0.682	0.682				
2004	51	9	30	20	1.358	1.358	1.358	1.358	1.358	1.358	1.358	1.358				
2004	51	9	40	20	2.009	2.009	2.009	2.009	2.009	2.009	2.009	2.009				
2004	51	9	50	20	2.565	2.565	2.565	2.565	2.565	2.565	2.565	2.565				
2004	51	10	0	20	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.1				
2004	51	10	10	20	3.592	3.592	3.592	3.592	3.592	3.592	3.592	3.592				
2004	51	10	20	20	4.005	4.005	4.005	4.005	4.005	4.005	4.005	4.005				
2004	51	10	30	20	4.473	4.473	4.473	4.473	4.473	4.473	4.473	4.473				
2004	51	10	40	20	4.946	4.946	4.946	4.946	4.946	4.946	4.946	4.946				
2004	51	10	50	20	5.407	5.407	5.407	5.407	5.407	5.407	5.407	5.407				
2004	51	11	0	20	5.841	5.841	5.841	5.841	5.841	5.841	5.841	5.841				
2004	51	11	10	20	6.24	6.24	6.24	6.24	6.24	6.24	6.24	6.24				
2004	51	11	20	20	6.478	6.478	6.478	6.478	6.478	6.478	6.478	6.478				
2004	51	11	30	20	6.77	6.77	6.77	6.77	6.77	6.77	6.77	6.77				
2004	51	11	40	20	7.16	7.16	7.16	7.16	7.16	7.16	7.16	7.16				
2004	51	11	50	20	7.5	7.5	7.5	7.5	7.5	7.5	7.5	7.5				
2004	51	12	0	20	7.76	7.76	7.76	7.76	7.76	7.76	7.76	7.76				
2004	51	12	10	20	8.12	8.12	8.12	8.12	8.12	8.12	8.12	8.12				
2004	51	12	20	20	8.34	8.34	8.34	8.34	8.34	8.34	8.34	8.34				
2004	51	12	30	20	8.52	8.52	8.52	8.52	8.52	8.52	8.52	8.52				
2004	51	12	40	20	8.85	8.85	8.85	8.85	8.85	8.85	8.85	8.85				
2004	51	12	50	20	9.03	9.03	9.03	9.03	9.03	9.03	9.03	9.03				
2004	51	13	0	20	9.02	9.02	9.02	9.02	9.02	9.02	9.02	9.02				
2004	51	13	10	20	9.08	9.08	9.08	9.08	9.08	9.08	9.08	9.08				
2004	51	13	20	20	9.14	9.14	9.14	9.14	9.14	9.14	9.14	9.14				
2004	51	13	30	20	9.06	9.06	9.06	9.06	9.06	9.06	9.06	9.06				
2004	51	13	40	20	9.05	9.05	9.05	9.05	9.05	9.05	9.05	9.05				
2004	51	13	50	20	8.96	8.96	8.96	8.96	8.96	8.96	8.96	8.96				
2004	51	14	0	20	8.79	8.79	8.79	8.79	8.79	8.79	8.79	8.79				
2004	51	14	10	20	8.6	8.6	8.6	8.6	8.6	8.6	8.6	8.6				
2004	51	14	20	20	8.36	8.36	8.36	8.36	8.36	8.36	8.36	8.36				
2004	51	14	30	20	8.01	8.01	8.01	8.01	8.01	8.01	8.01	8.01				
2004	51	14	40	20	7.59	7.59	7.59	7.59	7.59	7.59	7.59	7.59				
2004	51	14	50	20	7.3	7.3	7.3	7.3	7.3	7.3	7.3	7.3				
2004	51	15	0	20	6.931	6.931	6.931	6.931	6.931	6.931	6.931	6.931				
2004	51	15	10	20	6.6	6.6	6.6	6.6	6.6	6.6	6.6	6.6				
2004	51	15	20	20	6.209	6.209	6.209	6.209	6.209	6.209	6.209	6.209				
2004	51	15	30	20	5.429	5.429	5.429	5.429	5.429	5.429	5.429	5.429				
2004	51	15	40	20	4.996	4.996	4.996	4.996	4.996	4.996	4.996	4.996				
2004	51	15	50	20	4.685	4.685	4.685	4.685	4.685	4.685	4.685	4.685				
2004	51	16	0	20	4.236	4.236	4.236	4.236	4.236	4.236	4.236	4.236				
2004	51	16	10	20	3.744	3.744	3.744	3.744	3.744	3.744	3.744	3.744				
2004	51	16	20	20	3.209	3.209	3.209	3.209	3.209	3.209	3.209	3.209				
2004	51	16	30	20	2.737	2.737	2.737	2.737	2.737	2.737	2.737	2.737				
2004	51	16	40	20	2.269	2.269	2.269	2.269	2.269	2.269	2.269	2.269				
2004	51	16	50	20	1.785	1.785	1.785	1.785	1.785	1.785	1.785	1.785				
2004	51	17	0	20	1.338	1.338	1.338	1.338	1.338	1.338	1.338	1.338				
2004	51	17	10	20	0.882	0.882	0.882	0.882	0.882	0.882	0.882	0.882				
2004	51	17	20	20	0.486	0.486	0.486	0.486	0.486	0.486	0.486	0.486				
2004	51	17	30	20	0.115	0.115	0.115	0.115	0.115	0.115	0.115	0.115				
2004	51	17	40	20	-0.219	-0.219	-0.219	-0.219	-0.219	-0.219	-0.219	-0.219				
2004	51	17	50	20	-0.524	-0.524	-0.524	-0.524	-0.524	-0.524	-0.524	-0.524				
2004	51	18	0	20	-0.778	-0.778	-0.778	-0.778	-0.778	-0.778	-0.778	-0.778				
2004	51	18	10	20	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999				
2004	51	18	20	20	-1.202	-1.202	-1.202	-1.202	-1.202	-1.202	-1.202	-1.202				
2004	51	18	30	20	-1.397	-1.397	-1.397	-1.397	-1.397	-1.397	-1.397	-1.397				
2004	51	18	40	20	-1.599	-1.599	-1.599	-1.599	-1.599	-1.599	-1.599	-1.599				
2004	51	18	50	20	-1.679	-1.679	-1.679	-1.679	-1.679	-1.679	-1.679	-1.679				
2004	51	19	0	20	-1.652	-1.652	-1.652	-1.652	-1.652	-1.652	-1.652	-1.652				
2004	51	19	10	20	-1.643	-1.643	-1.643	-1.643	-1.643	-1.643	-1.643	-1.643				
2004	51	19	20	20	-1.665	-1.665	-1.665	-1.665	-1.665	-1.665	-1.665	-1.665				
2004	51	19	30	20	-1.698	-1.698	-1.698	-1.698	-1.698	-1.698	-1.698	-1.698				
2004	51	19	40	20	-1.732	-1.732	-1.732	-1.732	-1.732	-1.732	-1.732	-1.732				
2004	51	19	50	20	-1.8	-1.8	-1.8	-1.8	-1.8	-1.8	-1.8	-1.8				
2004	51	20	0	20	-1.802	-1.802	-1.802	-1.802	-1.802	-1.802	-1.802	-1.802				
2004	51	20	10	20	-1.617	-1.617	-1.617	-1.617	-1.617	-1.617	-1.617	-1.617				
2004	51	20	20	20	-1.882	-1.882	-1.882	-1.882	-1.882	-1.882	-1.882	-1.882				
2004	51	20	30	20	-1.961	-1.961	-1.961	-1.961	-1.961	-1.961	-1.961	-1.961				
2004	51	20	40	20	-2.023	-2.023	-2.023	-2.023	-2.023	-2.023	-2.023	-2.023				
2004	51	20	50	20	-2.047	-2.047	-2.047	-2.047	-2.047	-2.047	-2.047	-2.047				
2004	51	21	0	20	-2.106	-2.106	-2.106	-2.106	-2.106	-2.106	-2.106	-2.106				
2004	51	21	10	20	-2.15	-2.15	-2.15	-2.15	-2.15	-2.15	-2.15	-2.15				
2004	51	21	20	20	-2.182	-2.182	-2.182	-2.182	-2.182	-2.182	-2.182	-2.182				
2004	51	21	30	20	-2.213	-2.213	-2.213	-2.213	-2.213	-2.213	-2.213	-2.213				
2004	51	21	40	20	-2.258	-2.258	-2.258	-2.258	-2.258	-2.258	-2.258	-2.258				
2004	51	21	50	20	-2.293	-2.293	-2.293	-2.293	-2.293	-2.293	-2.293	-2.293				
2004	51	22	0	20	-2.321	-2.321	-2.321	-2.321	-2.321	-2.321	-2.321	-2.321				
2004	51	22	10	20	-2.363	-2.363	-2.363	-2.363	-2.363	-2.363	-2.363	-2.363				
2004	51	22	20	20	-2.403	-2.403	-2.403	-2.403	-2.403	-2.403	-2.403	-2.403				
2004	51	22	30	20	-2.474	-2.474	-2.474	-2.474	-2.474	-2.474	-2.474	-2.474				
2004	51	22	40	20	-2.515	-2.515	-2.515	-2.515	-2.515	-2.515	-2.515	-2.515				
2004	51	22	50	20	-2.572	-2.572	-2.572	-2.572	-2.572	-2.572	-2.572	-2.572				
2004	51	23	0	20	-2.649	-2.649	-2.649	-2.649	-2.649	-2.649	-2.649	-2.649				
2004	51	23	10	20	-2.69	-2.69	-2.69	-2.69	-2.69	-2.69	-2.69	-2.69				
2004	51	23	20	20	-2.689	-2.689	-2.689	-2.689	-2.689	-2.689	-2.689	-2.689				
2004	51	23	30	20	-2.7	-2.7	-2.7	-2.7	-2.7	-2.7	-2.7	-2.7				
2004	51	23	40	20	-2.69	-2.69	-2.69	-2.69	-2.69	-2.69	-2.69	-2.69				
2004	51	23	50	20	-2.73	-2.73	-2.73	-2.73	-2.73	-2.73	-2.73	-2.73				
2004	52	0	0	20	-2.754	-2.754	-2.754	-2.754	-2.754	-2.754	-2.754	-2.754				
2004	52	0	10	20	-2.798	-2.798	-2.798	-2.798	-2.798	-2.798	-2.798	-2.798				
2004	52	0	20	20	-2.786	-2.786	-2.786	-2.786	-2.786	-2.786	-2.786	-2.786				
2004	52	0	30	20	-2.833	-2.833	-2.833	-2.833	-2.833	-2.833	-2.833	-2.833				
2004	52	0	40	20	-2.819	-2.819	-2.819	-2.819	-2.819	-2.819	-2.819	-2.819				
2004	52	0	50	20	-2.761	-2.761	-2.761	-2.761	-2.761	-2.761	-2.761	-2.761				
2004	52	1	0	20	-2.684	-2.684	-2.684	-2.684	-2.684	-2.684	-2.684	-2.684				
2004	52	1	10	20	-2.728	-2.728	-2.728	-2.728	-2.728	-2.728	-2.728	-2.728				
2004	52	1	20	20	-2.759	-2.759	-2.759	-2.759	-2.759	-2.759	-2.759	-2.759				
2004	52	1	30	20	-2.801	-2.801	-2.801	-2.801	-2.801	-2.801	-2.801	-2.801				
2004	52	1	40	20	-2.79	-2.79	-2.79	-2.79	-2.79	-2.79	-2.79	-2.79				
2004	52	1	50	20	-2.883	-2.883	-2.883	-2.883	-2.883	-2.883	-2.883	-2.883				
2004	52	2	0	20	-2.918	-2.918	-2.918	-2.918	-2.918	-2.918	-2.918	-2.918				
2004	52	2	10	20	-2.946	-2.946	-2.946	-2.946	-2.946	-2.946	-2.946	-2.946				
2004	52	2	20	20	-2.941	-2.941	-2.941	-2.941	-2.941	-2.941	-2.941	-2.941				
2004	52	2	30	20	-2.981	-2.981	-2.981	-2.981	-2.981	-2.981	-2.981	-2.981				
2004	52	2	40	20	-3.033	-3.033	-3.033	-3.033	-3.033	-3.033	-3.033	-3.033				
2004	52	2	50	20	-3.091	-3.091	-3.091	-3.091	-3.091	-3.091	-3.091	-3.091				
2004	52	3	0	20	-3.166	-3.166	-3.166	-3.166	-3.166	-3.166	-3.166	-3.166				
2004	52	3	10	20	-3.287	-3.287	-3.287	-3.287	-3.287	-3.287	-3.287	-3.287				
2004	52	3	20	20	-3.354	-3.354	-3.354	-3.354	-3.354	-3.354	-3.354	-3.354				
2004	52	3	30	20	-3.368	-3.368	-3.368	-3.368	-3.368	-3.368	-3.368	-3.368				
2004	52	3	40	20	-3.363	-3.363	-3.363	-3.363	-3.363	-3.363	-3.363	-3.363				
2004	52	3	50	20	-3.31	-3.31	-3.31	-3.31	-3.31	-3.31	-3.31	-3.31				
2004	52	4	0	20	-3.215	-3.215	-3.215	-3.215	-3.215	-3.215	-3.215	-3.215				
2004	52	4	10	20	-3.174	-3.174	-3.174	-3.174	-3.174	-3.174	-3.174	-3.174				
2004	52	4	20	20	-3.095	-3.095	-3.095	-3.095	-3.095	-3.095	-3.095	-3.095				
2004	52	4	30	20	-3.058	-3.058	-3.058	-3.058	-3.058	-3.058	-3.058	-3.058				
2004	52	4	40	20	-3.047	-3.047	-3.047	-3.047	-3.047	-3.047	-3.047	-3.047				
2004	52	4	50	20	-3.093	-3.093	-3.093	-3.093	-3.093	-3.093	-3.093	-3.093				
2004	52	5	0	20	-3.086	-3.086	-3.086	-3.086	-3.086	-3.086	-3.086	-3.086				
2004	52	5	10	20	-3.071	-3.071	-3.071	-3.071	-3.071	-3.071	-3.071	-3.071				
2004	52	5	20	20	-3.114	-3.114	-3.114	-3.114	-3.114	-3.114	-3.114	-3.114				
2004	52	5	30	20	-3.142	-3.142	-3.142	-3.142	-3.142	-3.142	-3.142	-3.142				
2004	52	5	40	20	-3.176	-3.176	-3.176	-3.176	-3.176	-3.176	-3.176	-3.176				
2004	52	5	50	20	-3.228	-3.228	-3.228	-3.228	-3.228	-3.228	-3.228	-3.228				
2004	52	6	0	20	-3.231	-3.231	-3.231	-3.231	-3.231	-3.231	-3.231	-3.231				
2004	52	6	10	20	-3.253	-3.253	-3.253	-3.253	-3.253	-3.253	-3.253	-3.253				
2004	52	6	20	20	-3.316	-3.316	-3.316	-3.316	-3.316	-3.316	-3.316	-3.316				
2004	52	6	30	20	-3.347	-3.347	-3.347	-3.347	-3.347	-3.347	-3.347	-3.347				
2004	52	6	40	20	-3.392	-3.392	-3.392	-3.392	-3.392	-3.392	-3.392	-3.392				
2004	52	6	50	20	-3.479	-3.479	-3.479	-3.479	-3.479	-3.479	-3.479	-3.479				
2004	52	7	0	20	-3.547	-3.547	-3.547	-3.547	-3.547	-3.547	-3.547	-3.547				
2004	52	7	10	20	-3.631	-3.631	-3.631	-3.631	-3.631	-3.631	-3.631	-3.631				
2004	52	7	20	20	-3.676	-3.676	-3.676	-3.676	-3.676	-3.676	-3.676	-3.676				
2004	52	7	30	20	-3.723	-3.723	-3.723	-3.723	-3.723	-3.723	-3.723	-3.723				
2004	52	7	40	20	-3.721	-3.721	-3.721	-3.721	-3.721	-3.721	-3.721	-3.721				
2004	52	7	50	20	-3.702	-3.702	-3.702	-3.702	-3.702	-3.702	-3.702	-3.702				
2004	52	8	0	20	-3.611	-3.611	-3.611	-3.611	-3.611	-3.611	-3.611	-3.611				
2004	52	8	10	20	-3.47	-3.47	-3.47	-3.47	-3.47	-3.47	-3.47	-3.47				
2004	52	8	20	20	-3.382	-3.382	-3.382	-3.382	-3.382	-3.382	-3.382	-3.382				
2004	52	8	30	20	-3.192	-3.192	-3.192	-3.192	-3.192	-3.192	-3.192	-3.192				
2004	52	8	40	20	-2.981	-2.981	-2.981	-2.981	-2.981	-2.981	-2.981	-2.981				
2004	52	8	50	20	-2.615	-2.615	-2.615	-2.615	-2.615	-2.615	-2.615	-2.615				
2004	52	9	0	20	-1.857	-1.857	-1.857	-1.857	-1.857	-1.857	-1.857	-1.857				
2004	52	9	10	20	-1.244	-1.244	-1.244	-1.244	-1.244	-1.244	-1.244	-1.244				
2004	52	9	20	20	-0.716	-0.716	-0.716	-0.716	-0.716	-0.716	-0.716	-0.716				
2004	52	9	30	20	-0.232	-0.232	-0.232	-0.232	-0.232	-0.232	-0.232	-0.232				
2004	52	9	40	20	0.234	0.234	0.234	0.234	0.234	0.234	0.234	0.234				
2004	52	9	50	20	0.757	0.757	0.757	0.757	0.757	0.757	0.757	0.757				
2004	52	10	0	20	1.435	1.435	1.435	1.435	1.435	1.435	1.435	1.435				
2004	52	10	10	20	1.99	1.99	1.99	1.99	1.99	1.99	1.99	1.99				
2004	52	10	20	20	2.437	2.437	2.437	2.437	2.437	2.437	2.437	2.437				
2004	52	10	30	20	2.867	2.867	2.867	2.867	2.867	2.867	2.867	2.867				
2004	52	10	40	20	3.358	3.358	3.358	3.358	3.358	3.358	3.358	3.358				
2004	52	10	50	20	3.911	3.911	3.911	3.911	3.911	3.911	3.911	3.911				
2004	52	11	0	20	4.324	4.324	4.324	4.324	4.324	4.324	4.324	4.324				
2004	52	11	10	20	4.784	4.784	4.784	4.784	4.784	4.784	4.784	4.784				
2004	52	11	20	20	5.158	5.158	5.158	5.158	5.158	5.158	5.158	5.158				
2004	52	11	30	20	5.556	5.556	5.556	5.556	5.556	5.556	5.556	5.556				
2004	52	11	40	20	6.011	6.011	6.011	6.011	6.011	6.011	6.011	6.011				
2004	52	11	50	20	6.413	6.413	6.413	6.413	6.413	6.413	6.413	6.413				
2004	52	12	0	20	6.794	6.794	6.794	6.794	6.794	6.794	6.794	6.794				
2004	52	12	10	20	7.16	7.16	7.16	7.16	7.16	7.16	7.16	7.16				
2004	52	12	20	20	7.5	7.5	7.5	7.5	7.5	7.5	7.5	7.5				
2004	52	12	30	20	7.79	7.79	7.79	7.79	7.79	7.79	7.79	7.79				
2004	52	12	40	20	8	8	8	8	8	8	8	8				
2004	52	12	50	20	8.07	8.07	8.07	8.07	8.07	8.07	8.07	8.07				
2004	52	13	0	20	8.01	8.01	8.01	8.01	8.01	8.01	8.01	8.01				
2004	52	13	10	20	8.07	8.07	8.07	8.07	8.07	8.07	8.07	8.07				
2004	52	13	20	20	7.92	7.92	7.92	7.92	7.92	7.92	7.92	7.92				
2004	52	13	30	20	7.84	7.84	7.84	7.84	7.84	7.84	7.84	7.84				
2004	52	13	40	20	7.73	7.73	7.73	7.73	7.73	7.73	7.73	7.73				
2004	52	13	50	20	7.68	7.68	7.68	7.68	7.68	7.68	7.68	7.68				
2004	52	14	0	20	7.45	7.45	7.45	7.45	7.45	7.45	7.45	7.45				
2004	52	14	10	20	7.25	7.25	7.25	7.25	7.25	7.25	7.25	7.25				
2004	52	14	20	20	7.01	7.01	7.01	7.01	7.01	7.01	7.01	7.01				
2004	52	14	30	20	6.852	6.852	6.852	6.852	6.852	6.852	6.852	6.852				
2004	52	14	40	20	6.654	6.654	6.654	6.654	6.654	6.654	6.654	6.654				
2004	52	14	50	20	6.402	6.402	6.402	6.402	6.402	6.402	6.402	6.402				
2004	52	15	0	20	6.155	6.155	6.155	6.155	6.155	6.155	6.155	6.155				
2004	52	15	10	20	5.89	5.89	5.89	5.89	5.89	5.89	5.89	5.89				
2004	52	15	20	20	5.58	5.58	5.58	5.58	5.58	5.58	5.58	5.58				
2004	52	15	30	20	4.892	4.892	4.892	4.892	4.892	4.892	4.892	4.892				
2004	52	15	40	20	4.604	4.604	4.604	4.604	4.604	4.604	4.604	4.604				
2004	52	15	50	20	4.224	4.224	4.224	4.224	4.224	4.224	4.224	4.224				
2004	52	16	0	20	3.714	3.714	3.714	3.714	3.714	3.714	3.714	3.714				
2004	52	16	10	20	3.187	3.187	3.187	3.187	3.187	3.187	3.187	3.187				
2004	52	16	20	20	2.592	2.592	2.592	2.592	2.592	2.592	2.592	2.592				
2004	52	16	30	20	2.155	2.155	2.155	2.155	2.155	2.155	2.155	2.155				
2004	52	16	40	20	1.694	1.694	1.694	1.694	1.694	1.694	1.694	1.694				
2004	52	16	50	20	1.126	1.126	1.126	1.126	1.126	1.126	1.126	1.126				
2004	52	17	0	20	0.629	0.629	0.629	0.629	0.629	0.629	0.629	0.629				
2004	52	17	10	20	0.124	0.124	0.124	0.124	0.124	0.124	0.124	0.124				
2004	52	17	20	20	-0.335	-0.335	-0.335	-0.335	-0.335	-0.335	-0.335	-0.335				
2004	52	17	30	20	-0.771	-0.771	-0.771	-0.771	-0.771	-0.771	-0.771	-0.771				
2004	52	17	40	20	-1.19	-1.19	-1.19	-1.19	-1.19	-1.19	-1.19	-1.19				
2004	52	17	50	20	-1.576	-1.576	-1.576	-1.576	-1.576	-1.576	-1.576	-1.576				
2004	52	18	0	20	-1.922	-1.922	-1.922	-1.922	-1.922	-1.922	-1.922	-1.922				
2004	52	18	10	20	-2.176	-2.176	-2.176	-2.176	-2.176	-2.176	-2.176	-2.176				
2004	52	18	20	20	-2.226	-2.226	-2.226	-2.226	-2.226	-2.226	-2.226	-2.226				
2004	52	18	30	20	-2.329	-2.329	-2.329	-2.329	-2.329	-2.329	-2.329	-2.329				
2004	52	18	40	20	-2.518	-2.518	-2.518	-2.518	-2.518	-2.518	-2.518	-2.518				
2004	52	18	50	20	-2.693	-2.693	-2.693	-2.693	-2.693	-2.693	-2.693	-2.693				
2004	52	19	0	20	-2.633	-2.633	-2.633	-2.633	-2.633	-2.633	-2.633	-2.633				
2004	52	19	10	20	-2.86	-2.86	-2.86	-2.86	-2.86	-2.86	-2.86	-2.86				
2004	52	19	20	20	-3.115	-3.115	-3.115	-3.115	-3.115	-3.115	-3.115	-3.115				
2004	52	19	30	20	-3.272	-3.272	-3.272	-3.272	-3.272	-3.272	-3.272	-3.272				
2004	52	19	40	20	-3.445	-3.445	-3.445	-3.445	-3.445	-3.445	-3.445	-3.445				
2004	52	19	50	20	-3.577	-3.577	-3.577	-3.577	-3.577	-3.577	-3.577	-3.577				
2004	52	20	0	20	-3.694	-3.694	-3.694	-3.694	-3.694	-3.694	-3.694	-3.694				
2004	52	20	10	20	-3.858	-3.858	-3.858	-3.858	-3.858	-3.858	-3.858	-3.858				
2004	52	20	20	20	-3.943	-3.943	-3.943	-3.943	-3.943	-3.943	-3.943	-3.943				
2004	52	20	30	20	-4.059	-4.059	-4.059	-4.059	-4.059	-4.059	-4.059	-4.059				
2004	52	20	40	20	-4.124	-4.124	-4.124	-4.124	-4.124	-4.124	-4.124	-4.124				
2004	52	20	50	20	-4.212	-4.212	-4.212	-4.212	-4.212	-4.212	-4.212	-4.212				
2004	52	21	0	20	-4.282	-4.282	-4.282	-4.282	-4.282	-4.282	-4.282	-4.282				
2004	52	21	10	20	-4.347	-4.347	-4.347	-4.347	-4.347	-4.347	-4.347	-4.347				
2004	52	21	20	20	-4.392	-4.392	-4.392	-4.392	-4.392	-4.392	-4.392	-4.392				
2004	52	21	30	20	-4.436	-4.436	-4.436	-4.436	-4.436	-4.436	-4.436	-4.436				
2004	52	21	40	20	-4.441	-4.441	-4.441	-4.441	-4.441	-4.441	-4.441	-4.441				
2004	52	21	50	20	-4.461	-4.461	-4.461	-4.461	-4.461	-4.461	-4.461	-4.461				
2004	52	22	0	20	-4.451	-4.451	-4.451	-4.451	-4.451	-4.451	-4.451	-4.451				
2004	52	22	10	20	-4.406	-4.406	-4.406	-4.406	-4.406	-4.406	-4.406	-4.406				
2004	52	22	20	20	-4.403	-4.403	-4.403	-4.403	-4.403	-4.403	-4.403	-4.403				
2004	52	22	30	20	-4.417	-4.417	-4.417	-4.417	-4.417	-4.417	-4.417	-4.417				
2004	52	22	40	20	-4.455	-4.455	-4.455	-4.455	-4.455	-4.455	-4.455	-4.455				
2004	52	22	50	20	-4.497	-4.497	-4.497	-4.497	-4.497	-4.497	-4.497	-4.497				
2004	52	23	0	20	-4.507	-4.507	-4.507	-4.507	-4.507	-4.507	-4.507	-4.507				
2004	52	23	10	20	-4.467	-4.467	-4.467	-4.467	-4.467	-4.467	-4.467	-4.467				
2004	52	23	20	20	-4.44	-4.44	-4.44	-4.44	-4.44	-4.44	-4.44	-4.44				
2004	52	23	30	20	-4.39	-4.39	-4.39	-4.39	-4.39	-4.39	-4.39	-4.39				
2004	52	23	40	20	-4.331	-4.331	-4.331	-4.331	-4.331	-4.331	-4.331	-4.331				
2004	52	23	50	20	-4.185	-4.185	-4.185	-4.185	-4.185	-4.185	-4.185	-4.185				
2004	53	0	0	20	-4.007	-4.007	-4.007	-4.007	-4.007	-4.007	-4.007	-4.007				
2004	53	0	10	20	-3.889	-3.889	-3.889	-3.889	-3.889	-3.889	-3.889	-3.889				
2004	53	0	20	20	-3.804	-3.804	-3.804	-3.804	-3.804	-3.804	-3.804	-3.804				
2004	53	0	30	20	-3.727	-3.727	-3.727	-3.727	-3.727	-3.727	-3.727	-3.727				
2004	53	0	40	20	-3.62	-3.62	-3.62	-3.62	-3.62	-3.62	-3.62	-3.62				
2004	53	0	50	20	-3.456	-3.456	-3.456	-3.456	-3.456	-3.456	-3.456	-3.456				
2004	53	1	0	20	-3.351	-3.351	-3.351	-3.351	-3.351	-3.351	-3.351	-3.351				
2004	53	1	10	20	-3.258	-3.258	-3.258	-3.258	-3.258	-3.258	-3.258	-3.258				
2004	53	1	20	20	-3.211	-3.211	-3.211	-3.211	-3.211	-3.211	-3.211	-3.211				
2004	53	1	30	20	-3.174	-3.174	-3.174	-3.174	-3.174	-3.174	-3.174	-3.174				
2004	53	1	40	20	-3.158	-3.158	-3.158	-3.158	-3.158	-3.158	-3.158	-3.158				
2004	53	1	50	20	-3.154	-3.154	-3.154	-3.154	-3.154	-3.154	-3.154	-3.154				
2004	53	2	0	20	-3.085	-3.085	-3.085	-3.085	-3.085	-3.085	-3.085	-3.085				
2004	53	2	10	20	-3.015	-3.015	-3.015	-3.015	-3.015	-3.015	-3.015	-3.015				
2004	53	2	20	20	-2.965	-2.965	-2.965	-2.965	-2.965	-2.965	-2.965	-2.965				
2004	53	2	30	20	-2.869	-2.869	-2.869	-2.869	-2.869	-2.869	-2.869	-2.869				
2004	53	2	40	20	-2.772	-2.772	-2.772	-2.772	-2.772	-2.772	-2.772	-2.772				
2004	53	2	50	20	-2.691	-2.691	-2.691	-2.691	-2.691	-2.691	-2.691	-2.691				
2004	53	3	0	20	-2.659	-2.659	-2.659	-2.659	-2.659	-2.659	-2.659	-2.659				
2004	53	3	10	20	-2.605	-2.605	-2.605	-2.605	-2.605	-2.605	-2.605	-2.605				
2004	53	3	20	20	-2.575	-2.575	-2.575	-2.575	-2.575	-2.575	-2.575	-2.575				
2004	53	3	30	20	-2.541	-2.541	-2.541	-2.541	-2.541	-2.541	-2.541	-2.541				
2004	53	3	40	20	-2.507	-2.507	-2.507	-2.507	-2.507	-2.507	-2.507	-2.507				
