%iy  id  it imin Q*      QH      QE      Qs      Qf      Wind  RH    Td    press  rain Kdn    snow    ldown   fcld    wuh     xsmd    lai_hr  Kdiff   Kdir    Wd
2004 45  19 0    -999.00 -999.00 -999.00 -999.00 -999.00 0.70  99.30 -1.00 102.04 0.00 0.00   -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2004 45  20 0    -999.00 -999.00 -999.00 -999.00 -999.00 0.80  99.30 -0.70 102.06 0.00 0.00   -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2004 45  21 0    -999.00 -999.00 -999.00 -999.00 -999.00 1.10  99.30 -1.50 102.05 0.00 0.00   -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2004 45  22 0    -999.00 -999.00 -999.00 -999.00 -999.00 1.40  99.30 -1.90 102.06 0.00 0.00   -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2004 45  23 0    -999.00 -999.00 -999.00 -999.00 -999.00 1.30  99.20 -2.20 102.05 0.00 0.00   -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2004 46  0  0    -999.00 -999.00 -999.00 -999.00 -999.00 1.30  99.20 -2.30 102.02 0.00 0.00   -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2004 46  1  0    -999.00 -999.00 -999.00 -999.00 -999.00 1.20  99.00 -2.50 102.00 0.00 0.00   -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2004 46  2  0    -999.00 -999.00 -999.00 -999.00 -999.00 1.00  98.50 -2.40 101.97 0.00 0.00   -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2004 46  3  0    -999.00 -999.00 -999.00 -999.00 -999.00 0.80  97.90 -2.60 101.96 0.00 0.00   -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2004 46  4  0    -999.00 -999.00 -999.00 -999.00 -999.00 0.70  97.30 -2.50 101.94 0.00 0.00   -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2004 46  5  0    -999.00 -999.00 -999.00 -999.00 -999.00 0.80  96.40 -2.50 101.94 0.00 0.00   -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2004 46  6  0    -999.00 -999.00 -999.00 -999.00 -999.00 0.60  95.20 -2.20 101.91 0.00 1.70   -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2004 46  7  0    -999.00 -999.00 -999.00 -999.00 -999.00 1.20  93.60 -1.50 101.93 0.00 29.90  -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2004 46  8  0    -999.00 -999.00 -999.00 -999.00 -999.00 0.80  91.30 -0.10 101.94 0.00 79.60  -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2004 46  9  0    -999.00 -999.00 -999.00 -999.00 -999.00 0.80  89.00 1.00  101.88 0.00 100.40 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2004 46  10 0    -999.00 -999.00 -999.00 -999.00 -999.00 2.00  86.10 2.70  101.87 0.00 119.10 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2004 46  11 0    -999.00 -999.00 -999.00 -999.00 -999.00 1.60  84.80 4.20  101.86 0.00 151.20 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2004 46  12 0    -999.00 -999.00 -999.00 -999.00 -999.00 1.10  83.30 4.60  101.84 0.00 182.70 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2004 46  13 0    -999.00 -999.00 -999.00 -999.00 -999.00 1.70  78.40 5.30  101.83 0.00 236.20 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2004 46  14 0    -999.00 -999.00 -999.00 -999.00 -999.00 1.60  76.80 5.80  101.82 0.00 147.40 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2004 46  15 0    -999.00 -999.00 -999.00 -999.00 -999.00 1.40  77.50 5.80  101.84 0.00 29.40  -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2004 46  16 0    -999.00 -999.00 -999.00 -999.00 -999.00 2.20  82.80 4.00  101.87 0.00 1.60   -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2004 46  17 0    -999.00 -999.00 -999.00 -999.00 -999.00 1.60  84.60 2.80  101.91 0.00 0.00   -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2004 46  18 0    -999.00 -999.00 -999.00 -999.00 -999.00 0.80  86.80 2.10  101.93 0.00 0.00   -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2004 46  19 0    -999.00 -999.00 -999.00 -999.00 -999.00 0.90  88.70 1.70  101.97 0.00 0.00   -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2004 46  20 0    -999.00 -999.00 -999.00 -999.00 -999.00 0.70  90.20 1.10  102.02 0.00 0.00   -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
