Year  DOY Hour  Min  Dectime     Kdown       Kup     Ldown       Lup     Tsurf        QN        QF        QS        QH        QE       Rain        Irr       Evap         RO      TotCh     SurfCh      State  NWtrState   Drainage       SMD    Zenith   Azimuth   AlbBulk      Fcld       LAI     ustar        Lob        Fc        T2        Q2       U10
2013    1    0    5   1.0035    0.1800    0.0235  344.2545  371.4107   11.6926  -26.9996   44.5242  -42.2609   47.2061   12.5793   0.000000   0.000000   0.001524   0.000000  -0.001524  -0.001648  2799.1811   0.053869   0.000148   29.5913  151.5630  359.9471    0.1304    0.6267    0.0000    0.7394  -740.1011   18.3796   10.4491    8.4903    3.1383
2013    1    0   10   1.0069    0.1800    0.0235  344.2347  371.4584   11.7026  -27.0672   43.7292  -42.2938   46.5295   12.4263   0.000000   0.000000   0.001506   0.000000  -0.001506  -0.001628  2799.1794   0.053243   0.000146   29.5912  151.5471    2.3600    0.1304    0.6259    0.0680    0.7323  -729.8511   18.0649   10.4687    8.4961    3.1072
2013    1    0   15   1.0104    0.1700    0.0222  344.2691  371.5580   11.7224  -27.1411   42.9341  -42.3297   45.8480   12.2747   0.000000   0.000000   0.001487   0.000000  -0.001487  -0.001607  2799.1778   0.052630   0.000143   29.5910  151.4985    4.7685    0.1304    0.6250    0.0680    0.7239  -715.7548   17.7503   10.4967    8.5084    3.0700
2013    1    0   20   1.0139    0.1700    0.0222  344.2492  371.6057   11.7324  -27.2086   42.1390  -42.3626   45.1750   12.1179   0.000000   0.000000   0.001469   0.000000  -0.001469  -0.001587  2799.1762   0.052030   0.000141   29.5909  151.4174    7.1681    0.1304    0.6242    0.0680    0.7155  -701.8034   17.4356   10.5148    8.5142    3.0328
2013    1    0   25   1.0174    0.1700    0.0222  344.2960  371.7068   11.7524  -27.2630   41.3439  -42.3890   44.4965   11.9734   0.000000   0.000000   0.001451   0.000000  -0.001451  -0.001567  2799.1747   0.051443   0.000139   29.5908  151.3041    9.5545    0.1304    0.6234    0.0680    0.7085  -691.8258   17.1209   10.5448    8.5257    3.0017
2013    1    0   30   1.0208    0.1600    0.0209  344.2762  371.7539   11.7623  -27.3385   40.5489  -42.4257   43.8172   11.8189   0.000000   0.000000   0.001432   0.000000  -0.001432  -0.001547  2799.1731   0.050869   0.000137   29.5906  151.1590   11.9237    0.1304    0.6226    0.0680    0.7001  -678.1300   16.8062   10.5631    8.5324    2.9645
2013    1    0   35   1.0243    0.1500    0.0196  344.2811  371.8025   11.7721  -27.3910   39.7538  -42.4512   43.1479   11.6662   0.000000   0.000000   0.001414   0.000000  -0.001414  -0.001527  2799.1716   0.050307   0.000135   29.5905  150.9826   14.2716    0.1304    0.6220    0.0680    0.6930  -668.3287   16.4915   10.5829    8.5382    2.9333
2013    1    0   40   1.0278    0.1400    0.0183  344.3353  371.8544   11.7820  -27.3973   38.9587  -42.4543   42.5133   11.5024   0.000000   0.000000   0.001394   0.000000  -0.001394  -0.001505  2799.1701   0.049757   0.000133   29.5904  150.7754   16.5948    0.1304    0.6220    0.0680    0.6859  -658.3552   16.1768   10.6019    8.5440    2.9022
2013    1    0   45   1.0312    0.1300    0.0170  344.3896  371.9063   11.7918  -27.4037   38.1636  -42.4574   41.8701   11.3473   0.000000   0.000000   0.001375   0.000000  -0.001375  -0.001485  2799.1686   0.049219   0.000131   29.5903  150.5382   18.8899    0.1304    0.6220    0.0680    0.6802  -652.3290   15.8621   10.6229    8.5491    2.8771
2013    1    0   50   1.0347    0.1100    0.0143  344.4315  371.9567   11.8016  -27.4296   37.3686  -42.4700   41.2129   11.1961   0.000000   0.000000   0.001357   0.000000  -0.001357  -0.001465  2799.1671   0.048692   0.000129   29.5901  150.2718   21.1538    0.1304    0.6219    0.0680    0.6744  -646.4372   15.5474   10.6441    8.5549    2.8520
2013    1    0   55   1.0382    0.1000    0.0130  344.4857  372.0086   11.8114  -27.4359   36.5735  -42.4731   40.5733   11.0374   0.000000   0.000000   0.001338   0.000000  -0.001338  -0.001444  2799.1657   0.048178   0.000127   29.5900  149.9769   23.3841    0.1304    0.6219    0.0680    0.6674  -636.7149   15.2327   10.6636    8.5607    2.8209
2013    1    1    0   1.0417    0.0900    0.0117  344.5400  372.0605   11.8213  -27.4423   35.7784  -42.4762   39.9254   10.8870   0.000000   0.000000   0.001319   0.000000  -0.001319  -0.001424  2799.1643   0.047674   0.000125   29.5899  149.6545   25.5784    0.1304    0.6219    0.0680    0.6616  -630.8615   14.9180   10.6850    8.5666    2.7958
2013    1    1    5   1.0451    0.0700    0.0091  344.5153  372.0575   11.8210  -27.4813   35.6459  -42.4952   39.8527   10.8070   0.000000   0.000000   0.001310   0.000000  -0.001310  -0.001413  2799.1629   0.047178   0.000123   29.5898  149.3055   27.7349    0.1304    0.6216    0.0680    0.6549  -613.9396   14.8655   10.6789    8.5656    2.7653
2013    1    1   10   1.0486    0.0600    0.0078  344.5696  372.1094   11.8309  -27.4877   35.5134  -42.4983   39.7880   10.7360   0.000000   0.000000   0.001301   0.000000  -0.001301  -0.001403  2799.1614   0.046690   0.000122   29.5896  148.9308   29.8519    0.1304    0.6216    0.0680    0.6496  -600.7489   14.8131   10.6842    8.5713    2.7409
2013    1    1   15   1.0521    0.0500    0.0065  344.6238  372.1613   11.8407  -27.4940   35.3809  -42.5014   39.7290   10.6593   0.000000   0.000000   0.001292   0.000000  -0.001292  -0.001392  2799.1601   0.046210   0.000120   29.5895  148.5314   31.9284    0.1304    0.6216    0.0680    0.6429  -584.1405   14.7607   10.6876    8.5769    2.7104
2013    1    1   20   1.0556    0.0300    0.0039  344.6658  372.2118   11.8504  -27.5199   35.2484  -42.5140   39.6502   10.5922   0.000000   0.000000   0.001284   0.000000  -0.001284  -0.001383  2799.1587   0.045738   0.000118   29.5894  148.1084   33.9634    0.1304    0.6214    0.0680    0.6375  -571.4654   14.7083   10.6930    8.5824    2.6859
2013    1    1   25   1.0590    0.0200    0.0026  344.7200  372.2637   11.8603  -27.5263   35.1158  -42.5171   39.5828   10.5238   0.000000   0.000000   0.001275   0.000000  -0.001275  -0.001373  2799.1573   0.045273   0.000117   29.5893  147.6627   35.9563    0.1304    0.6214    0.0680    0.6322  -558.9049   14.6559   10.6983    8.5872    2.6615
2013    1    1   30   1.0625    0.0100    0.0013  344.7743  372.3156   11.8701  -27.5326   34.9833  -42.5202   39.5211   10.4497   0.000000   0.000000   0.001266   0.000000  -0.001266  -0.001363  2799.1559   0.044815   0.000115   29.5892  147.1953   37.9069    0.1304    0.6214    0.0680    0.6255  -543.0499   14.6035   10.7015    8.5928    2.6310
2013    1    1   35   1.0660    0.0000    0.0000  344.7941  372.2671   11.8600  -27.4731   34.8508  -42.4912   38.8541   11.0148   0.000000   0.000000   0.001335   0.000000  -0.001335  -0.001430  2799.1545   0.044276   0.000114   29.5891  146.7073   39.8152    0.1304    0.6222    0.0680    0.6268  -547.4904   14.5510   10.7127    8.5851    2.6370
2013    1    1   40   1.0694    0.0000    0.0000  344.8584  372.1732   11.8400  -27.3148   34.7183  -42.4142   38.8869   10.9308   0.000000   0.000000   0.001325   0.000000  -0.001325  -0.001419  2799.1531   0.043746   0.000112   29.5890  146.1997   41.6812    0.1304    0.6242    0.0680    0.6333  -565.3420   14.4984   10.6998    8.5751    2.6673
2013    1    1   45   1.0729    0.0000    0.0000  344.9351  372.0800   11.8200  -27.1449   34.5858  -42.3316   38.9220   10.8504   0.000000   0.000000   0.001315   0.000000  -0.001315  -0.001408  2799.1517   0.043226   0.000111   29.5889  145.6733   43.5055    0.1304    0.6263    0.0680    0.6412  -587.2063   14.4458   10.6884    8.5644    2.7037
2013    1    1   50   1.0764    0.0000    0.0000  344.9996  371.9861   11.8000  -26.9865   34.4533  -42.2545   38.9477   10.7736   0.000000   0.000000   0.001306   0.000000  -0.001306  -0.001397  2799.1503   0.042714   0.000109   29.5887  145.1292   45.2885    0.1304    0.6283    0.0680    0.6491  -609.7448   14.3932   10.6771    8.5536    2.7400
2013    1    1   55   1.0799    0.0000    0.0000  345.0642  371.8922   11.7800  -26.8280   34.3208  -42.1774   38.9787   10.6915   0.000000   0.000000   0.001296   0.000000  -0.001296  -0.001386  2799.1489   0.042212   0.000108   29.5886  144.5683   47.0310    0.1304    0.6303    0.0680    0.6556  -629.0445   14.3406   10.6638    8.5437    2.7704
2013    1    2    0   1.0833    0.0000    0.0000  345.1289  371.7983   11.7600  -26.6694   34.1883  -42.1003   39.0033   10.6158   0.000000   0.000000   0.001287   0.000000  -0.001287  -0.001376  2799.1475   0.041718   0.000106   29.5885  143.9915   48.7338    0.1304    0.6323    0.0680    0.6635  -652.7354   14.2879   10.6523    8.5329    2.8068
2013    1    2    5   1.0868    0.0000    0.0000  345.1394  371.6519   11.7300  -26.5125   33.9895  -42.0542   39.0072   10.5239   0.000000   0.000000   0.001275   0.000000  -0.001275  -0.001364  2799.1462   0.041233   0.000105   29.5884  143.3996   50.3979    0.1304    0.6343    0.0680    0.6701  -673.4641   14.2090   10.6296    8.5174    2.8371
2013    1    2   10   1.0903    0.0000    0.0000  345.2043  371.5581   11.7100  -26.3538   33.7907  -41.9583   38.9558   10.4394   0.000000   0.000000   0.001265   0.000000  -0.001265  -0.001352  2799.1448   0.040757   0.000104   29.5883  142.7934   52.0242    0.1304    0.6362    0.0680    0.6780  -699.4984   14.1302   10.6199    8.5066    2.8734
2013    1    2   15   1.0938    0.0000    0.0000  345.2693  371.4643   11.6900  -26.1950   33.5919  -41.8601   38.9073   10.3497   0.000000   0.000000   0.001254   0.000000  -0.001254  -0.001340  2799.1435   0.040289   0.000102   29.5882  142.1739   53.6139    0.1304    0.6382    0.0680    0.6845  -722.0544   14.0513   10.6083    8.4967    2.9036
2013    1    2   20   1.0972    0.0000    0.0000  345.3344  371.3706   11.6700  -26.0362   33.3932  -41.7598   38.8509   10.2659   0.000000   0.000000   0.001244   0.000000  -0.001244  -0.001329  2799.1421   0.039830   0.000101   29.5881  141.5417   55.1681    0.1304    0.6402    0.0680    0.6924  -749.5722   13.9725   10.5984    8.4860    2.9399
2013    1    2   25   1.1007    0.0000    0.0000  345.4120  371.2777   11.6500  -25.8656   33.1944  -41.6522   38.8768   10.1041   0.000000   0.000000   0.001225   0.000000  -0.001225  -0.001308  2799.1408   0.039390   0.000100   29.5880  140.8976   56.6880    0.1304    0.6424    0.0680    0.7004  -777.8217   13.8937   10.5861    8.4756    2.9763
2013    1    2   30   1.1042    0.0000    0.0000  345.4774  371.1840   11.6300  -25.7066   32.9956  -41.5478   38.8122   10.0246   0.000000   0.000000   0.001215   0.000000  -0.001215  -0.001298  2799.1395   0.038956   0.000099   29.5879  140.2423   58.1747    0.1304    0.6444    0.0680    0.7069  -802.3894   13.8148   10.5746    8.4657    3.0065
2013    1    2   35   1.1076    0.0000    0.0000  345.4852  371.1355   11.6200  -25.6503   32.7969  -41.4937   38.6759    9.9643   0.000000   0.000000   0.001208   0.000000  -0.001208  -0.001289  2799.1382   0.038529   0.000097   29.5878  139.5765   59.6294    0.1304    0.6451    0.0680    0.7095  -814.6304   13.7361   10.5710    8.4603    3.0185
2013    1    2   40   1.1111    0.0000    0.0000  345.3812  371.0798   11.6100  -25.6986   32.5981  -41.4941   38.4867    9.9068   0.000000   0.000000   0.001201   0.000000  -0.001201  -0.001281  2799.1370   0.038106   0.000096   29.5878  138.9008   61.0535    0.1304    0.6445    0.0680    0.7054  -804.7994   13.6573   10.5619    8.4548    3.0000
2013    1    2   45   1.1146    0.0000    0.0000  345.2772  371.0241   11.6000  -25.7469   32.3993  -41.4977   38.3001    9.8501   0.000000   0.000000   0.001194   0.000000  -0.001194  -0.001273  2799.1357   0.037689   0.000095   29.5877  138.2159   62.4480    0.1304    0.6440    0.0680    0.7012  -794.9790   13.5785   10.5528    8.4492    2.9815
2013    1    2   50   1.1181    0.0000    0.0000  345.1732  370.9683   11.5900  -25.7951   32.2006  -41.5041   38.1154    9.7941   0.000000   0.000000   0.001187   0.000000  -0.001187  -0.001266  2799.1344   0.037277   0.000094   29.5876  137.5223   63.8142    0.1304    0.6434    0.0680    0.6971  -785.1802   13.4997   10.5436    8.4437    2.9631
2013    1    2   55   1.1215    0.0000    0.0000  345.0693  370.9126   11.5800  -25.8433   32.0018  -41.5133   37.9278    9.7440   0.000000   0.000000   0.001181   0.000000  -0.001181  -0.001259  2799.1332   0.036870   0.000093   29.5875  136.8207   65.1533    0.1304    0.6429    0.0680    0.6943  -779.8826   13.4210   10.5358    8.4381    2.9507
2013    1    3    0   1.1250    0.0000    0.0000  344.9654  370.8569   11.5700  -25.8915   31.8030  -41.5254   37.7474    9.6895   0.000000   0.000000   0.001174   0.000000  -0.001174  -0.001251  2799.1319   0.036467   0.000092   29.5874  136.1115   66.4663    0.1304    0.6423    0.0680    0.6901  -770.0931   13.3422   10.5266    8.4326    2.9322
2013    1    3    5   1.1285    0.0000    0.0000  344.7824  370.7471   11.5500  -25.9647   31.8030  -41.5485   37.7302    9.6566   0.000000   0.000000   0.001170   0.000000  -0.001170  -0.001246  2799.1307   0.036069   0.000091   29.5873  135.3952   67.7545    0.1304    0.6414    0.0680    0.6861  -757.5044   13.3421   10.5029    8.4214    2.9139
2013    1    3   10   1.1319    0.0000    0.0000  344.6786  370.6914   11.5400  -26.0128   31.8030  -41.5627   37.7279    9.6249   0.000000   0.000000   0.001166   0.000000  -0.001166  -0.001242  2799.1294   0.035675   0.000090   29.5872  134.6724   69.0190    0.1304    0.6409    0.0680    0.6821  -744.8406   13.3420   10.4888    8.4158    2.8956
2013    1    3   15   1.1354    0.0000    0.0000  344.6414  370.6890   11.5400  -26.0476   31.8030  -41.5735   37.7265    9.6025   0.000000   0.000000   0.001164   0.000000  -0.001164  -0.001238  2799.1282   0.035285   0.000089   29.5871  133.9435   70.2608    0.1304    0.6405    0.0680    0.6794  -736.5158   13.3420   10.4860    8.4157    2.8834
2013    1    3   20   1.1389    0.0000    0.0000  344.5375  370.6333   11.5300  -26.0957   31.8030  -41.5939   37.7292    9.5719   0.000000   0.000000   0.001160   0.000000  -0.001160  -0.001233  2799.1270   0.034922   0.000088   29.5870  133.2091   71.4810    0.1304    0.6399    0.0680    0.6754  -724.0024   13.3419   10.4717    8.4101    2.8652
2013    1    3   25   1.1424    0.0000    0.0000  344.4337  370.5776   11.5200  -26.1438   31.8030  -41.6175   37.7349    9.5417   0.000000   0.000000   0.001156   0.000000  -0.001156  -0.001229  2799.1257   0.034566   0.000087   29.5870  132.4694   72.6806    0.1304    0.6393    0.0680    0.6714  -711.5894   13.3418   10.4572    8.4045    2.8469
2013    1    3   30   1.1458    0.0000    0.0000  344.3300  370.5219   11.5100  -26.1919   31.8030  -41.6444   37.7434    9.5121   0.000000   0.000000   0.001153   0.000000  -0.001153  -0.001224  2799.1245   0.034215   0.000085   29.5869  131.7249   73.8606    0.1304    0.6388    0.0680    0.6675  -699.2768   13.3418   10.4427    8.3989    2.8287
