Year  DOY Hour  Min  Dectime     Kdown       Kup     Ldown       Lup     Tsurf        QN        QF        QS        QH        QE       Rain        Irr       Evap         RO      TotCh     SurfCh      State  NWtrState   Drainage       SMD    Zenith   Azimuth   AlbBulk      Fcld       LAI     ustar        Lob        Fc        T2        Q2       U10
2011    1    1    0   1.0417    0.0000    0.0000  285.9903  333.5201    4.4650  -47.5298   52.7810  -52.2469   48.3243    9.1738   0.000000   0.000000   0.013242   0.000000  -0.013242  -0.012950  2799.9870   0.000000   0.000000   30.0003  150.2463   24.1044    0.1304    0.4090    0.0680    0.4301  -151.3342   25.0362    2.7127    5.0885    1.6811
2011    1    2    0   1.0833    0.0000    0.0000  286.6903  332.7273    4.2800  -46.0370   44.3875  -51.5209   41.5404    8.3310   0.000000   0.000000   0.012025   0.000000  -0.012025  -0.011767  2799.9753   0.000000   0.000000   30.0006  144.7427   47.7464    0.1304    0.4244    0.0680    0.4763  -236.5352   21.1668    2.8656    5.0294    1.9258
2011    1    3    0   1.1250    0.0000    0.0000  286.1501  332.2395    4.1800  -46.0894   43.6068  -51.2948   40.7465    8.0658   0.000000   0.000000   0.011641   0.000000  -0.011641  -0.011383  2799.9639   0.000000   0.000000   30.0009  136.9350   65.7891    0.1304    0.4238    0.0680    0.4388  -189.2386   20.8065    2.7176    4.9942    1.7473
2011    1    4    0   1.1667    0.0000    0.0000  285.5453  331.7650    4.0838  -46.2197   44.0362  -51.5320   41.0235    8.3250   0.000000   0.000000   0.012014   0.000000  -0.012014  -0.011762  2799.9521   0.000000   0.000000   30.0012  128.0296   80.0586    0.1304    0.4224    0.0680    0.4977  -272.7998   21.0040    2.7257    4.9645    2.0294
2011    1    5    0   1.2083    0.0000    0.0000  284.7470  330.8498    3.8925  -46.1029   47.0812  -51.5827   44.0003    8.5607   0.000000   0.000000   0.012353   0.000000  -0.012353  -0.012102  2799.9400   0.000000   0.000000   30.0015  118.7415   92.2324    0.1304    0.4235    0.0680    0.5231  -295.1875   22.4066    2.4851    4.9002    2.1432
2011    1    6    0   1.2500    0.0000    0.0000  284.3635  330.0421    3.7188  -45.6786   58.2855  -51.3070   54.7106    9.2033   0.000000   0.000000   0.013278   0.000000  -0.013278  -0.013012  2799.9270   0.000000   0.000000   30.0018  109.5254  103.4245    0.1304    0.4278    0.0680    0.5129  -228.8078   27.5699    1.9487    4.8383    2.0679
2011    1    7    0   1.2917    0.0000    0.0000  285.2073  329.9565    3.6875  -44.7493   87.4087  -50.7532   82.3921   11.0205   0.000000   0.000000   0.015901   0.000000  -0.015901  -0.015583  2799.9114   0.000000   0.000000   30.0022  100.7374  114.3713    0.1304    0.4377    0.0680    0.4479  -104.8343   40.9927    0.8104    4.8170    1.6864
2011    1    8    0   1.3333    0.0000    0.0000  287.1337  330.8083    3.8487  -43.6745  118.0545  -50.1181  111.3177   13.1804   0.000000   0.000000   0.019021   0.000000  -0.019021  -0.018654  2799.8928   0.000000   0.000000   30.0026   91.9326  125.5910    0.1304    0.4493    0.0680    0.4054   -56.1347   55.1180   -0.2011    4.8603    1.4171
2011    1    9    0   1.3750    3.6644    0.4778  289.2996  332.2817    4.1439  -39.7956  128.3608  -48.0310  123.1306   13.4656   0.000000   0.000000   0.019438   0.000000  -0.019438  -0.019307  2799.8735   0.000000   0.000000   30.0028   85.4230  137.4507    0.1304    0.4596    0.0680    0.4020   -49.5037   59.8693   -0.3324    4.9617    1.3810
2011    1   10    0   1.4167   14.9357    1.9476  291.5588  334.2366    4.5427  -29.6898  124.8082  -42.3200  123.9936   13.4449   0.000000   0.000000   0.019413   0.000000  -0.019413  -0.019276  2799.8542   0.000000   0.000000   30.0029   79.9969  150.1587    0.1304    0.4715    0.0680    0.4085   -51.6699   58.2329    0.0697    5.1038    1.4120
