Year  DOY Hour  Min  Dectime     Kdown       Kup     Ldown       Lup     Tsurf        QN        QF        QS        QH        QE       Rain        Irr       Evap         RO      TotCh     SurfCh      State  NWtrState   Drainage       SMD    Zenith   Azimuth   AlbBulk      Fcld       LAI     ustar        Lob        Fc        T2        Q2       U10
2013    1   11    0   1.4583   81.5383   10.6326  332.7589  374.3043   12.4331   29.3603  103.0617   -8.1364  119.6743   20.8842   0.000000   0.000000   0.030339   0.000000  -0.030339  -0.030589  2798.9572   0.009379   0.000295   29.5825   75.8443  164.5251    0.1304    0.5267    0.0680    0.7910  -371.2805   41.5527    9.4341    8.9091    3.2777
2013    1   12    0   1.5000   73.2700    9.5544  330.0645  374.0740   12.4221   19.7061  103.7242  -15.1378  117.2129   21.3553   0.000000   0.000000   0.031018   0.000000  -0.031018  -0.031192  2798.9260   0.007268   0.000203   29.5823   74.4865  178.7240    0.1304    0.4934    0.0680    0.7928  -379.0231   41.8158    9.4858    8.9068    3.2884
2013    1   13    0   1.5417   50.4242    6.5753  328.8956  372.2538   12.0682    0.4906  104.2212  -30.6718  114.9792   20.4043   0.000000   0.000000   0.029634   0.000000  -0.029634  -0.029770  2798.8963   0.005695   0.000158   29.5821   75.4309  192.9730    0.1304    0.4835    0.0680    0.7325  -306.5246   42.0123    9.0249    8.7095    3.0062
2013    1   14    0   1.5833   32.1350    4.1904  330.7811  370.6288   11.7121  -11.9031  106.2420  -39.6614   92.8046   41.1957   0.200400   0.000000   0.059837   0.006948   0.133615   0.133379  2799.0297   0.157432   0.008795   29.5819   78.5827  206.7518    0.1304    0.5078    0.0680    0.6314  -199.1564   42.8116    9.0114    8.4346    2.5217
2013    1   15    0   1.6250    8.9858    1.1718  335.9306  367.0514   10.9103  -23.3068  111.2112  -44.4990   32.3016  100.1019   5.400000   0.000000   0.145423   3.675254   1.579323   1.443542  2800.4732   0.981732   4.688564   29.4240   83.6384  219.7227    0.1304    0.5894    0.0680    0.5077  -104.5401   44.7757    9.8347    7.7354    1.9156
2013    1   16    0   1.6667    2.5117    0.3275  337.8878  364.5054   10.3587  -24.4334  117.5056  -43.6022   38.1951   98.4793   3.999600   0.000000   0.143054   3.159811   0.696735   0.465979  2800.9392   0.895759   4.168859   29.1557   89.9001  231.8158    0.1304    0.6387    0.0680    0.4850   -87.3466   47.2647    9.0498    7.4450    1.7957
2013    1   17    0   1.7083    0.3400    0.0443  335.7111  362.3603    9.9432  -26.3536  115.7498  -42.9445   37.5377   94.8030   1.400400   0.000000   0.137669   1.198274   0.064458  -0.040363  2800.8988   0.643264   1.601722   29.0338   98.3972  243.1963    0.1304    0.6374    0.0680    0.5171  -109.5540   46.5670    8.7035    7.2639    1.9618
2013    1   18    0   1.7500    0.0075    0.0010  335.2977  361.8293    9.8384  -26.5252  100.4777  -42.3416   50.9123   65.3818   0.000000   0.000000   0.094938   0.214408  -0.309345  -0.346107  2800.5527   0.261009   0.307935   28.9910  107.0463  254.2000    0.1304    0.6388    0.0680    0.5578  -157.3875   40.5198    8.2319    7.3416    2.1882
2013    1   19    0   1.7917    0.0000    0.0000  333.5824  361.3288    9.7575  -27.7464   84.1786  -42.8658   49.1148   50.1832   0.200400   0.000000   0.072857   0.058106   0.069437   0.054844  2800.6076   0.310489   0.088615   28.9741  116.1932  265.3087    0.1304    0.6242    0.0680    0.5796  -207.1228   34.0662    8.2385    7.3629    2.3229
2013    1   20    0   1.8333    0.0000    0.0000  330.7966  360.1361    9.5467  -29.3395   73.1138  -43.6993   45.3387   42.1350   0.000000   0.000000   0.061156   0.039031  -0.100187  -0.109785  2800.4978   0.200018   0.059223   28.9629  125.4942  277.1960    0.1304    0.6056    0.0680    0.5964  -257.1207   29.6841    8.1706    7.2872    2.4238
2013    1   21    0   1.8750    0.0000    0.0000  326.6050  358.4799    9.2575  -31.8749   67.9458  -45.1391   50.8479   30.3622   0.000000   0.000000   0.044049   0.008741  -0.052790  -0.058832  2800.4389   0.148758   0.017881   28.9559  134.5257  290.8602    0.1304    0.5765    0.0680    0.6197  -311.1987   27.6362    7.7535    7.1852    2.5456
2013    1   22    0   1.9167    0.0000    0.0000  320.2124  356.0224    8.8292  -35.8099   65.4281  -47.3354   51.1291   25.8244   0.000000   0.000000   0.037442   0.002737  -0.040179  -0.044351  2800.3946   0.115279   0.008309   28.9510  142.6525  307.8115    0.1304    0.5324    0.0680    0.6771  -430.5455   26.6368    7.4047    6.9952    2.8226
2013    1   23    0   1.9583    0.0000    0.0000  314.9389  353.1859    8.3033  -38.2470   59.2994  -48.7129   47.8683   21.8970   0.000000   0.000000   0.031728   0.000980  -0.032708  -0.035740  2800.3588   0.091749   0.004812   28.9475  148.8085  329.9056    0.1304    0.5062    0.0680    0.7313  -598.3584   24.2071    7.0397    6.7624    3.0849
2013    2    0    0   2.0000    0.0000    0.0000  311.9511  350.0698    7.6833  -38.1187   50.0936  -48.2904   43.8284   16.4369   0.000000   0.000000   0.023805   0.000142  -0.023947  -0.026260  2800.3326   0.076372   0.002947   28.9448  151.4630  357.3113    0.1304    0.5084    0.0680    0.6003  -385.6095   20.5742    6.3631    6.4885    2.4913
2013    2    1    0   2.0417    0.0000    0.0000  308.9952  347.3675    7.1475  -38.3723   40.5442  -47.9173   36.8507   13.2385   0.000000   0.000000   0.019164   0.000000  -0.019164  -0.021017  2800.3116   0.065260   0.002223   28.9427  149.6093   25.3262    0.1304    0.5061    0.0681    0.5820  -427.5295   16.9383    6.0150    6.2612    2.4262
2013    2    2    0   2.0833    0.0000    0.0000  306.4774  345.4867    6.7792  -39.0093   35.2587  -48.1678   32.7837   11.6335   0.000000   0.000000   0.016835   0.000000  -0.016835  -0.018369  2800.2932   0.056459   0.001838   28.9409  143.9772   48.5048    0.1304    0.4994    0.0681    0.5868  -496.2633   14.8224    5.7777    6.1085    2.4603
2013    2    3    0   2.1250    0.0000    0.0000  304.2160  343.4482    6.3717  -39.2322   33.2181  -48.3538   31.7467   10.5930   0.000000   0.000000   0.015324   0.000000  -0.015324  -0.016619  2800.2766   0.049247   0.001550   28.9394  136.1153   66.2709    0.1304    0.4973    0.0681    0.5942  -542.8287   14.0041    5.4110    5.9408    2.4990
2013    2    4    0   2.1667    0.0000    0.0000  302.2947  341.2786    5.9292  -38.9839   32.1142  -48.1427   32.1178    9.1551   0.000000   0.000000   0.013239   0.000000  -0.013239  -0.014353  2800.2622   0.043477   0.001332   28.9381  127.1901   80.4101    0.1304    0.5003    0.0681    0.4984  -329.8325   13.5604    4.8366    5.7618    2.0530
2013    2    5    0   2.2083    0.0000    0.0000  300.0426  339.5369    5.5825  -39.4942   34.2886  -48.3428   34.3035    8.8337   0.000000   0.000000   0.012770   0.000000  -0.012770  -0.013742  2800.2485   0.038446   0.001161   28.9369  117.8983   92.5363    0.1304    0.4948    0.0681    0.4769  -274.0558   14.4283    4.3847    5.6227    1.9457
2013    2    6    0   2.2500    0.0000    0.0000  297.6741  338.0376    5.2892  -40.3635   47.4353  -48.8813   46.1593    9.7938   0.000000   0.000000   0.014154   0.000000  -0.014154  -0.015004  2800.2335   0.033649   0.001015   28.9359  108.6895  103.7291    0.1304    0.4854    0.0681    0.4760  -206.9047   19.6848    3.6862    5.5029    1.9073
2013    2    7    0   2.2917    0.0000    0.0000  294.9979  337.0248    5.1058  -42.0269   78.3118  -49.8702   73.2112   12.9439   0.000000   0.000000   0.018701   0.000000  -0.018701  -0.019434  2800.2140   0.028751   0.000874   28.9351   99.9191  114.7097    0.1304    0.4673    0.0681    0.5606  -214.7714   32.0327    2.8373    5.4237    2.2522
2013    2    8    0   2.3333    2.8525    0.3720  292.9840  335.8528    4.8778  -40.3883  106.7797  -49.0729  100.5930   14.8714   0.000000   0.000000   0.021480   0.000000  -0.021480  -0.022097  2800.1919   0.024351   0.000734   28.9344   91.0501  125.9902    0.1304    0.4604    0.0681    0.5915  -185.1806   43.4170    1.8789    5.3293    2.3519
2013    2    9    0   2.3750   29.2592    3.8154  290.8448  335.9932    4.9391  -19.7046  109.0879  -37.3046  111.2237   15.4642   0.000000   0.000000   0.022329   0.000000  -0.022329  -0.022848  2800.1691   0.020448   0.000616   28.9338   84.6971  137.9343    0.1304    0.4556    0.0681    0.6251  -198.4793   44.3385    1.7483    5.3477    2.4977
2013    2   10    0   2.4167   97.6483   12.7335  288.3696  340.1132    5.8727   33.1713  103.1334   -5.8409  124.3148   17.8309   0.000000   0.000000   0.025741   0.000000  -0.025741  -0.026172  2800.1429   0.016122   0.000512   28.9333   79.3266  150.7443    0.1304    0.4360    0.0681    0.7068  -254.8301   41.9564    2.5931    5.7020    2.8713
2013    2   11    0   2.4583  172.3800   22.4785  286.7014  346.7477    7.3252   89.8551  104.0701   28.5585  144.3098   21.0570   0.000000   0.000000   0.030400   0.000000  -0.030400  -0.030745  2800.1122   0.012467   0.000408   28.9329   75.7821  164.3996    0.1304    0.4038    0.0681    0.7112  -223.1407   42.3325    3.5374    6.2930    2.8647
2013    2   12    0   2.5000  222.7675   29.0491  285.8286  352.0958    8.4742  127.4512  104.7391   48.2019  160.1392   23.8492   0.000000   0.000000   0.034435   0.000000  -0.034435  -0.034692  2800.0775   0.009327   0.000302   28.9326   74.4047  178.6102    0.1304    0.3767    0.0681    0.7129  -201.7788   42.6020    4.2795    6.7970    2.8522
2013    2   13    0   2.5417  226.7900   29.5737  281.5097  351.7589    8.4626  126.9671  105.2409   42.1860  164.5545   25.4676   0.000000   0.000000   0.036759   0.000000  -0.036759  -0.036928  2800.0406   0.006677   0.000196   28.9324   75.3318  192.8756    0.1304    0.3406    0.0681    0.7906  -266.3695   42.8023    4.4385    6.7898    3.2199
2013    2   14    0   2.5833  188.0417   24.5208  278.5721  348.9517    7.9085   93.1412  107.2815   15.9208  158.9254   25.5764   0.000000   0.000000   0.036908   0.000000  -0.036908  -0.036934  2800.0036   0.004713   0.000141   28.9324   78.4701  206.6728    0.1304    0.3141    0.0681    0.8129  -298.0695   43.6185    4.0946    6.5340    3.3320
2013    2   15    0   2.6250  119.4233   15.5729  278.6360  345.7878    7.2329   36.6987  112.2993  -20.9203  145.5586   24.3597   0.000000   0.000000   0.035158   0.000000  -0.035158  -0.034926  2799.9687   0.003559   0.000102   28.9326   83.5174  219.6613    0.1304    0.3004    0.0681    0.7750  -281.5257   45.6272    3.6219    6.2332    3.1669
2013    2   16    0   2.6667   40.8575    5.3279  279.8543  340.9329    6.1708  -25.5490  118.6553  -57.4583  129.1678   21.3967   0.000000   0.000000   0.030886   0.000000  -0.030886  -0.030813  2799.9379   0.002884   0.000077   28.9327   89.7917  231.7694    0.1304    0.3061    0.0681    0.7250  -260.9956   48.1699    2.8172    5.7915    2.9495
2013    2   17    0   2.7083    4.5192    0.5893  280.5783  336.0227    5.0920  -51.5145  116.8823  -69.6892  117.0501   18.0069   0.000000   0.000000   0.025988   0.000000  -0.025988  -0.026026  2799.9119   0.002529   0.000064   28.9327   98.2639  243.1613    0.1304    0.3343    0.0681    0.6948  -256.5711   47.4583    1.9710    5.3735    2.8240
2013    2   18    0   2.7500    0.0408    0.0053  283.5714  334.7550    4.7715  -51.1481  101.4608  -61.8349   97.0264   15.1213   0.000000   0.000000   0.021826   0.000000  -0.021826  -0.021798  2799.8901   0.002151   0.000056   28.9327  106.9114  254.1725    0.1304    0.3723    0.0681    0.6486  -254.1111   41.2894    2.0622    5.2569    2.6338
2013    2   19    0   2.7917    0.0000    0.0000  283.2055  334.3984    4.6983  -51.1928   85.0023  -55.2318   75.1288   13.9124   0.000000   0.000000   0.020080   0.000000  -0.020080  -0.019972  2799.8701   0.001730   0.000039   28.9328  116.0571  265.2844    0.1304    0.3721    0.0681    0.6797  -370.2837   34.7066    2.6607    5.2334    2.8158
2013    2   20    0   2.8333    0.0000    0.0000  282.3243  334.1098    4.6475  -51.7855   73.8292  -54.2144   63.3403   12.9178   0.000000   0.000000   0.018643   0.000000  -0.018643  -0.018508  2799.8516   0.001393   0.000000   28.9330  125.3579  277.1688    0.1304    0.3662    0.0681    0.6571  -392.3239   30.2378    2.8889    5.2159    2.7294
2013    2   21    0   2.8750    0.0000    0.0000  283.0176  334.1967    4.6567  -51.1791   68.6106  -54.1101   59.0346   12.5071   0.000000   0.000000   0.018051   0.000000  -0.018051  -0.017923  2799.8337   0.001090   0.000000   28.9331  134.3905  290.8197    0.1304    0.3722    0.0681    0.6783  -460.9037   28.1507    3.0520    5.2199    2.8362
2013    2   22    0   2.9167    0.0000    0.0000  285.7606  335.4075    4.8833  -49.6469   66.0683  -53.1089   57.5810   11.9492   0.000000   0.000000   0.017251   0.000000  -0.017251  -0.017125  2799.8165   0.000812   0.000000   28.9333  142.5215  307.7380    0.1304    0.3877    0.0681    0.6567  -431.3165   27.1350    3.2820    5.3059    2.7389
2013    2   23    0   2.9583    0.0000    0.0000  290.6062  338.0887    5.4008  -47.4826   59.8796  -51.7780   52.9264   11.2486   0.000000   0.000000   0.016249   0.000000  -0.016249  -0.016128  2799.8004   0.000561   0.000000   28.9334  148.6898  329.7674    0.1304    0.4100    0.0681    0.6532  -463.1249   24.6623    3.9194    5.5083    2.7318
2013    3    0    0   3.0000    0.0000    0.0000  295.4790  340.9997    5.9650  -45.5207   51.0765  -50.6900   45.8073   10.4385   0.000000   0.000000   0.015088   0.000000  -0.015088  -0.014973  2799.7854   0.000335   0.000000   28.9335  151.3719  357.0924    0.1304    0.4303    0.0681    0.6530  -533.4030   21.3625    4.6784    5.7362    2.7449
