Year  DOY Hour  Min  Dectime     Kdown       Kup     Ldown       Lup     Tsurf        QN        QF        QS        QH        QE       Rain        Irr       Evap         RO      TotCh     SurfCh      State  NWtrState   Drainage       SMD    Zenith   Azimuth   AlbBulk      Fcld       LAI     ustar        Lob        Fc        T2        Q2       U10
2004   43    1    0  43.0417    0.0000    0.0000  231.5439  290.0017   -5.0271  -58.4578    0.0000  -12.6511  -45.6461   -0.1605   0.000000   0.000000  -0.000230   0.000000   0.000230   0.000230     0.0002   0.000230   0.000000    0.0000  136.5475  348.6146    0.1200    0.2833    0.0000    0.1099     2.6558    0.0000    3.0972    2.5453    5.3328
2004   43    2    0  43.0833    0.0000    0.0000  235.0864  292.0619   -4.5750  -56.9755    0.0000  -12.4165  -44.3897   -0.1693   0.000000   0.000000  -0.000242   0.000000   0.000242   0.000242     0.0005   0.000472   0.000000    0.0000  136.6463    9.7812    0.1200    0.3005    0.0000    0.1080     2.8154    0.0000    4.7056    2.6362    5.1128
2004   43    3    0  43.1250    0.0000    0.0000  240.6916  294.6447   -4.0250  -53.9531    0.0000  -12.4617  -41.3124   -0.1790   0.000000   0.000000  -0.000257   0.000000   0.000257   0.000257     0.0007   0.000729   0.000000    0.0000  133.9035   30.0782    0.1200    0.3342    0.0000    0.1072     2.7861    0.0000    3.8310    2.7498    5.1293
2004   43    4    0  43.1667    0.0000    0.0000  243.8486  294.2253   -4.1625  -50.3767    0.0000  -12.3457  -37.8440   -0.1871   0.000000   0.000000  -0.000268   0.000000   0.000268   0.000268     0.0010   0.000997   0.000000    0.0000  128.8423   48.2410    0.1200    0.3722    0.0000    0.1073     2.9401    0.0000    2.5472    2.7231    5.0361
2004   43    5    0  43.2083    0.1000    0.0120  246.2000  294.2975   -4.1733  -48.0095    0.0000  -12.0544  -35.7482   -0.2069   0.000000   0.000000  -0.000296   0.000000   0.000296   0.000296     0.0013   0.001293   0.000000    0.0000  122.1978   64.1177    0.1200    0.3973    0.0000    0.0960     2.2186    0.0000    3.5878    2.7235    4.9199
2004   43    6    0  43.2500    2.2125    0.2655  250.8079  295.4112   -3.9630  -42.6562    0.0000  -11.2047  -30.6696   -0.7820   0.100000   0.000000  -0.001121   0.002095   0.099026   0.099026     0.1003   0.100320   0.002095    0.0000  114.6381   78.2145    0.1200    0.4386    0.0000    0.0839     1.6784    0.0000    4.4172    2.7877    4.6326
2004   43    7    0  43.2917   13.8375    1.6605  256.3721  297.4017   -3.5566  -28.8526    0.0000  -10.1916  -17.1653   -1.4956   0.300000   0.000000  -0.002145   0.112072   0.190073   0.190073     0.2904   0.290393   0.112072    0.0000  106.6949   91.1941    0.1200    0.4894    0.0000    0.0860     3.0074    0.0000    0.3072    2.8871    4.0412
2004   43    8    0  43.3333   35.2000    4.2240  260.9020  300.5565   -2.8660   -8.6785    0.0000   -9.2597   -1.2236    1.8047   0.400000   0.000000   0.002590   0.348389   0.049021   0.049021     0.3394   0.339414   0.348389    0.0000   98.7961  103.6638    0.1200    0.5236    0.0000    0.1083   -23.7069    0.0000   -2.4040    2.9782    2.8268
2004   43    9    0  43.3750   70.7250    8.4870  265.3295  306.1971   -1.6016   21.3704    0.0000   -7.2901   19.9470    8.7135   0.200000   0.000000   0.012511   0.256353  -0.068864  -0.068864     0.2705   0.270550   0.256353    0.0000   90.5152  116.1309    0.1200    0.5395    0.0000    0.1483   -13.4006    0.0000   -3.0756    3.2152    2.6498
2004   43   10    0  43.4167   87.7750   10.5330  268.8175  311.4784   -0.4252   34.5811    0.0000   -6.1335   26.5615   14.1531   0.400000   0.000000   0.020336   0.316161   0.063502   0.063502     0.3341   0.334052   0.316161    0.0000   84.3007  128.9983    0.1200    0.5334    0.0000    0.1904   -18.4379    0.0000   -2.1180    3.4821    3.4749
2004   43   11    0  43.4583   80.0750    9.6090  268.5495  313.4581    0.0299   25.5574    0.0000   -3.2343   18.6577   10.1340   0.000000   0.000000   0.014566   0.146091  -0.160657  -0.160657     0.1734   0.173395   0.146091    0.0000   78.7819  142.5434    0.1200    0.5015    0.0000    0.2201   -43.9635    0.0000   -1.1068    3.6369    4.1875
2004   43   12    0  43.5000   59.1125    7.0935  268.8578  312.7561   -0.1335    8.1207    0.0000    0.2775    4.1916    3.6516   0.000000   0.000000   0.005249   0.035623  -0.040872  -0.040872     0.1325   0.132523   0.035623    0.0000   74.7572  156.8640    0.1200    0.4963    0.0000    0.2112  -164.4609    0.0000   -0.4070    3.6385    4.2126
2004   43   13    0  43.5417   41.9500    5.0340  270.9970  312.4150   -0.2357   -4.5020    0.0000    0.9048   -6.4370    1.0302   0.000000   0.000000   0.001481   0.018463  -0.019944  -0.019944     0.1126   0.112578   0.018463    0.0000   72.5930  171.8191    0.1200    0.5110    0.0000    0.1912    98.6583    0.0000    0.2594    3.6325    4.1754
2004   43   14    0  43.5833   23.5875    2.8305  273.5789  311.8497   -0.3944  -17.5137    0.0000   -1.5386  -14.9780   -0.9972   0.100000   0.000000  -0.001434   0.033620   0.067814   0.067814     0.1804   0.180393   0.033620    0.0000   72.4999  187.0353    0.1200    0.5325    0.0000    0.1346    15.8576    0.0000    1.5436    3.6182    4.0372
2004   43   15    0  43.6250    8.6750    1.0410  277.4430  312.3017   -0.3353  -27.2247    0.0000   -3.6593  -21.1173   -2.4482   0.000000   0.000000  -0.003522   0.041784  -0.038261  -0.038261     0.1421   0.142131   0.041784    0.0000   74.4867  202.0331    0.1200    0.5601    0.0000    0.0999     3.7249    0.0000    3.5077    3.6710    4.3357
2004   43   16    0  43.6667    1.0375    0.1245  282.1707  314.1912    0.0417  -31.1075    0.0000   -5.2775  -23.2517   -2.5783   0.000000   0.000000  -0.003712   0.023294  -0.019583  -0.019583     0.1225   0.122549   0.023294    0.0000   78.3580  216.4234    0.1200    0.5873    0.0000    0.0983     3.2920    0.0000    4.5355    3.7794    4.4559
2004   43   17    0  43.7083    0.0125    0.0015  287.1358  317.1220    0.6502  -29.9752    0.0000   -6.8892  -20.9022   -2.1837   0.000000   0.000000  -0.003146   0.015804  -0.012659  -0.012659     0.1099   0.109890   0.015804    0.0000   83.7597  230.0439    0.1200    0.6110    0.0000    0.0768     1.7757    0.0000    7.1178    3.9696    4.1656
2004   43   18    0  43.7500    0.0000    0.0000  289.6804  318.7434    0.9875  -29.0630    0.0000   -8.0644  -19.1330   -1.8656   0.000000   0.000000  -0.002688   0.011765  -0.009077  -0.009077     0.1008   0.100813   0.011765    0.0000   89.9779  242.9741    0.1200    0.6222    0.0000    0.0615     0.9580    0.0000    9.6719    4.0881    3.7268
2004   43   19    0  43.7917    0.0000    0.0000  291.4075  319.8856    1.2250  -28.4780    0.0000   -8.2340  -18.5317   -1.7124   0.000000   0.000000  -0.002468   0.009290  -0.006822  -0.006822     0.0940   0.093991   0.009290    0.0000   98.0849  255.4790    0.1200    0.6293    0.0000    0.0774     2.0291    0.0000    6.6415    4.1167    4.0674
2004   43   20    0  43.8333    0.0000    0.0000  293.0447  321.4165    1.5500  -28.3718    0.0000   -8.0578  -18.6900   -1.6240   0.000000   0.000000  -0.002341   0.007655  -0.005314  -0.005314     0.0887   0.088677   0.007655    0.0000  105.9472  267.9525    0.1200    0.6306    0.0000    0.0926     3.4239    0.0000    5.3744    4.1929    4.1450
2004   43   21    0  43.8750    0.0000    0.0000  293.5837  321.6108    1.5875  -28.0272    0.0000   -7.9151  -17.3421   -2.7700   0.200000   0.000000  -0.003994   0.056220   0.147774   0.147774     0.2365   0.236451   0.056220    0.0000  113.8771  280.8930    0.1200    0.6348    0.0000    0.0978     4.0087    0.0000    4.7680    4.2256    4.1303
2004   43   22    0  43.9167    0.0000    0.0000  294.0282  321.2423    1.5000  -27.2141    0.0000   -7.8386  -15.6733   -3.7022   0.100000   0.000000  -0.005338   0.119137  -0.013799  -0.013799     0.2227   0.222652   0.119137    0.0000  121.4544  294.8970    0.1200    0.6446    0.0000    0.0959     3.9396    0.0000    4.4757    4.2251    4.0849
2004   43   23    0  43.9583    0.0000    0.0000  294.2628  320.8078    1.4000  -26.5451    0.0000   -7.8328  -14.6742   -4.0381   0.200000   0.000000  -0.005822   0.159640   0.046182   0.046182     0.2688   0.268834   0.159640    0.0000  128.1557  310.6196    0.1200    0.6528    0.0000    0.0783     2.4327    0.0000    5.8758    4.2631    3.9027
2004   44    0    0  44.0000    0.0000    0.0000  294.0916  320.4092    1.3125  -26.3176    0.0000   -7.7648  -14.1780   -4.3748   0.200000   0.000000  -0.006307   0.201320   0.004987   0.004987     0.2738   0.273821   0.201320    0.0000  133.3241  328.5789    0.1200    0.6555    0.0000    0.0863     2.9941    0.0000    4.5405    4.2060    4.0409
2004   44    1    0  44.0417    0.0000    0.0000  294.0574  320.3518    1.3000  -26.2945    0.0000  -42.8490   12.6722    3.8823   0.100000   0.000000   0.005597   0.144964  -0.050561  -0.050561     0.2233   0.223260   0.144964    0.0000  136.2282  348.6817    0.1200    0.6558    0.0000    0.0861    -4.7879    0.0000    0.0985    4.0368    1.4244
2004   44    2    0  44.0833    0.0000    0.0000  293.9955  320.2931    1.2875  -26.2976    0.0000  -42.9926   13.1662    3.5288   0.100000   0.000000   0.005087   0.103784  -0.008871  -0.008871     0.2144   0.214389   0.103784    0.0000  136.3240    9.7542    0.1200    0.6558    0.0000    0.0837    -4.3679    0.0000    0.0525    4.0377    1.3743
2004   44    3    0  44.1250    0.0000    0.0000  293.6244  319.9406    1.2125  -26.3162    0.0000  -43.0432   12.4431    4.2839   0.300000   0.000000   0.006175   0.205241   0.088584   0.088584     0.3030   0.302973   0.205241    0.0000  133.5901   29.9706    0.1200    0.6556    0.0000    0.0980    -6.9822    0.0000    0.0262    4.0067    1.6746
2004   44    4    0  44.1667    0.0000    0.0000  293.6382  319.9413    1.2125  -26.3031    0.0000  -43.0360   13.1244    3.6085   0.000000   0.000000   0.005201   0.124760  -0.129961  -0.129961     0.1730   0.173011   0.124760    0.0000  128.5431   48.0850    0.1200    0.6557    0.0000    0.0819    -4.1045    0.0000   -0.0047    4.0158    1.3368
2004   44    5    0  44.2083    0.0500    0.0060  294.2436  320.4204    1.3133  -26.1328    0.0000  -42.8687   14.2314    2.5045   0.000000   0.000000   0.003610   0.036025  -0.039636  -0.039636     0.1334   0.133376   0.036025    0.0000  121.9113   63.9412    0.1200    0.6573    0.0000    0.0747    -3.0920    0.0000    0.0431    4.0587    1.1869
2004   44    6    0  44.2500    1.6875    0.2025  295.0016  321.1308    1.4641  -24.6443    0.0000  -41.4837   14.8035    2.0359   0.000000   0.000000   0.002935   0.018596  -0.021532  -0.021532     0.1118   0.111844   0.018596    0.0000  114.3596   78.0342    0.1200    0.6593    0.0000    0.0927    -5.8897    0.0000    0.0577    4.1067    1.5620
2004   44    7    0  44.2917   13.0125    1.5615  293.6384  320.8575    1.4181  -15.7681    0.0000  -32.7432   15.2178    1.7573   0.000000   0.000000   0.002533   0.011610  -0.014143  -0.014143     0.0977   0.097701   0.011610    0.0000  106.4189   91.0189    0.1200    0.6557    0.0000    0.0999    -7.2585    0.0000   -0.0238    4.0950    1.7121
2004   44    8    0  44.3333   37.7625    4.5315  292.5812  321.7689    1.6340    4.0433    0.0000  -12.1126   14.6665    1.4894   0.000000   0.000000   0.002147   0.008013  -0.010160  -0.010160     0.0875   0.087542   0.008013    0.0000   98.5163  103.4991    0.1200    0.6529    0.0000    0.0841    -4.5969    0.0000    0.2369    4.1619    1.3869
2004   44    9    0  44.3750   66.4875    7.9785  292.9584  324.0877    2.1470   27.3797    0.0000   12.4713   13.6475    1.2609   0.000000   0.000000   0.001817   0.005907  -0.007724  -0.007724     0.0798   0.079817   0.005907    0.0000   90.2749  115.9814    0.1200    0.6539    0.0000    0.0871    -5.6464    0.0000    0.7926    4.3199    1.4620
2004   44   10    0  44.4167   82.1500    9.8580  293.4114  325.5465    2.4659   40.1570    0.0000   23.8729   15.0186    1.2654   0.000000   0.000000   0.001824   0.004542  -0.006366  -0.006366     0.0735   0.073451   0.004542    0.0000   84.0085  128.8703    0.1200    0.6551    0.0000    0.0901    -5.6200    0.0000    1.0255    4.4190    1.5120
2004   44   11    0  44.4583   81.0625    9.7275  292.8830  325.0545    2.3627   39.1635    0.0000   17.2611   20.3559    1.5465   0.000000   0.000000   0.002229   0.003551  -0.005780  -0.005780     0.0677   0.067671   0.003551    0.0000   78.4742  142.4449    0.1200    0.6537    0.0000    0.1191    -9.0544    0.0000    0.6179    4.3851    2.0746
2004   44   12    0  44.5000   69.4000    8.3280  291.8281  323.4037    2.0073   29.4964    0.0000    1.3560   26.3354    1.8050   0.000000   0.000000   0.002601   0.002773  -0.005374  -0.005374     0.0623   0.062298   0.002773    0.0000   74.4390  156.8042    0.1200    0.6510    0.0000    0.1206    -7.0339    0.0000   -0.0915    4.2748    2.0620
2004   44   13    0  44.5417   52.1625    6.2595  291.4521  321.8942    1.6747   15.4608    0.0000  -15.4979   29.1251    1.8336   0.000000   0.000000   0.002642   0.002167  -0.004810  -0.004810     0.0575   0.057488   0.002167    0.0000   72.2695  171.8060    0.1200    0.6500    0.0000    0.1303    -7.9473    0.0000   -0.5665    4.1746    2.2495
2004   44   14    0  44.5833   22.6750    2.7210  292.7321  320.8254    1.4211   -8.1392    0.0000  -38.9708   29.1140    1.7175   0.000000   0.000000   0.002475   0.001715  -0.004190  -0.004190     0.0533   0.053298   0.001715    0.0000   72.1778  187.0721    0.1200    0.6533    0.0000    0.1303    -7.9807    0.0000   -0.8242    4.1004    2.2495
2004   44   15    0  44.6250    7.6375    0.9165  292.5815  319.6482    1.1584  -20.3457    0.0000  -50.9048   28.9626    1.5964   0.000000   0.000000   0.002301   0.001373  -0.003673  -0.003673     0.0496   0.049625   0.001373    0.0000   74.1728  202.1164    0.1200    0.6529    0.0000    0.1367    -9.3124    0.0000   -1.0613    4.0254    2.3871
2004   44   16    0  44.6667    1.0750    0.1290  290.1021  317.2343    0.6421  -26.1862    0.0000  -51.7120   24.2673    1.2585   0.000000   0.000000   0.001813   0.000202  -0.002015  -0.002015     0.0476   0.047609   0.000202    0.0000   78.0572  216.5451    0.1200    0.6464    0.0000    0.1227    -8.4519    0.0000   -1.3359    3.8808    2.1246
2004   44   17    0  44.7083    0.0375    0.0045  288.3086  315.7470    0.3256  -27.4054    0.0000  -47.6955   19.3126    0.9775   0.000000   0.000000   0.001408   0.000000  -0.001408  -0.001408     0.0462   0.046202   0.000000    0.0000   83.4758  230.1945    0.1200    0.6417    0.0000    0.1599   -24.3076    0.0000   -1.1755    3.7955    2.9624
