Year  DOY Hour  Min  Dectime      Kdown        Kup      Ldown        Lup      Tsurf         QN         QF         QS         QH         QE       Rain        Irr       Evap         RO      TotCh     SurfCh      State  NWtrState   Drainage       SMD    Zenith   Azimuth   AlbBulk      Fcld       LAI     UStar        Lob        Fc        T2        Q2       U10
2004   43    1    0  43.0417     0.0000     0.0000   231.5439   290.0017    -5.0271   -58.4578     0.0000   -78.6311    20.1734     0.0000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000     0.0000   0.000000   0.000000    0.0000  117.8624  357.7038    0.1200    0.2833    0.0000    0.1258   -11.4750    0.0000   -6.7212    2.2846    2.2289
2004   43    2    0  43.0833     0.0000     0.0000   235.0864   292.0619    -4.5750   -56.9755     0.0000   -77.4538    20.4784     0.0000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000     0.0000   0.000000   0.000000    0.0000  117.0258   14.5461    0.1200    0.3005    0.0000    0.1391   -15.4574    0.0000   -6.2320    2.3889    2.5124
2004   43    3    0  43.1250     0.0000     0.0000   240.6916   294.6447    -4.0250   -53.9531     0.0000   -75.1269    21.1737     0.0000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000     0.0000   0.000000   0.000000    0.0000  113.9644   30.7759    0.1200    0.3342    0.0000    0.1778   -30.8406    0.0000   -5.5340    2.5389    3.3374
2004   43    4    0  43.1667     0.0000     0.0000   243.8486   294.2253    -4.1625   -50.3767     0.0000   -72.4693    22.0926     0.0000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000     0.0000   0.000000   0.000000    0.0000  109.0292   45.9537    0.1200    0.3722    0.0000    0.1765   -28.5611    0.0000   -5.7365    2.5370    3.2999
2004   43    5    0  43.2083     0.1000     0.0120   246.2000   294.2975    -4.1733   -48.0095     0.0000   -70.8786    22.8692     0.0000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000     0.0000   0.000000   0.000000    0.0000  102.6822   60.0385    0.1200    0.3973    0.0000    0.1669   -23.2111    0.0000   -5.8479    2.5458    3.0874
2004   43    6    0  43.2500     2.2125     0.2655   250.8079   295.4112    -3.9630   -42.6562     0.0000   -66.8569    22.3880     1.8126   0.100000   0.000000   0.002599   0.001727   0.095674   0.095674     0.0957   0.095674   0.001727    0.0000   95.3049   73.2579    0.1200    0.4386    0.0000    0.1552   -17.4986    0.0000   -5.6488    2.6041    2.8249
2004   43    7    0  43.2917    13.8375     1.6605   256.3721   297.4017    -3.5566   -28.8526     0.0000   -56.1691    20.6630     6.6535   0.300000   0.000000   0.009542   0.102575   0.187883   0.187883     0.2836   0.283557   0.102575    0.0000   87.2064   86.0093    0.1200    0.4894    0.0000    0.1510   -14.0486    0.0000   -5.0982    2.7073    2.7124
2004   43    8    0  43.3333    35.2000     4.2240   260.9020   300.5565    -2.8660    -8.6785     0.0000   -41.0494    21.7078    10.6631   0.400000   0.000000   0.015300   0.332208   0.052493   0.052493     0.3360   0.336049   0.332208    0.0000   79.4039   98.7716    0.1200    0.5236    0.0000    0.1508   -11.6246    0.0000   -4.4326    2.8605    2.6747
2004   43    9    0  43.3750    70.7250     8.4870   265.3295   306.1971    -1.6016    21.3704     0.0000   -18.3835    28.2721    11.4818   0.200000   0.000000   0.016485   0.250267  -0.066752  -0.066752     0.2693   0.269297   0.250267    0.0000   71.7544  112.0358    0.1200    0.5395    0.0000    0.1516    -9.4278    0.0000   -3.5514    3.1368    2.6495
2004   43   10    0  43.4167    87.7750    10.5330   268.8175   311.4784    -0.4252    34.5811     0.0000   -10.0040    29.3954    15.1898   0.400000   0.000000   0.021826   0.314080   0.064094   0.064094     0.3334   0.333391   0.314080    0.0000   64.8097  126.3014    0.1200    0.5334    0.0000    0.1913   -16.8833    0.0000   -2.2682    3.4171    3.4748
