"Referencing Table","Requirement","Comment"
"`SUEWS_SiteSelect.txt`","`MU`","Use coordinate system WGS84. For compatibility with GIS, negative values are to the west, positive values are to the east (e.g. Vancouver = -123.12; Shanghai = 121.47) Note this is a change of sign convention between v2016a and v2017a See latitude for more details."
