"Referencing Table","Requirement","Comment"
"`SUEWS_SiteSelect.txt`","`MU`","Grid numbers do not need to be consecutive and do not need to start at a particular value. Each grid must have a unique grid number. All grids must be present for all years. These grid numbers are referred to in GridConnections (columns 64-79) ( N.B. |NotAvail| )"
