"Referencing Table","Requirement","Comment"
"`SUEWS_NonVeg.txt`","`MD`","

- Example values:

  - :option:`DrainageEq` = 3, 3 for `Paved` and `Bldgs`

  - :option:`DrainageEq` = 2, 1.71 for `BSoil`

"
"`SUEWS_Veg.txt`","`MD`","

- Example values:

  - `DrainageEq` = 3, 3 for `Grass` (irrigated)

  - `DrainageEq` = 2, 1.71 for `EveTr`, `DecTr`, `Grass` (unirrigated)

"
"`SUEWS_Water.txt`","`MD`","Not currently used for water surface"
