"Referencing Table","Requirement","Comment"
"`SUEWS_AnthropogenicEmission.txt`","`MU` `O`","
Example values:

- 0.0102 Järvi et al. (2011) [J11]_

- 0.0102 Järvi et al. (2014) [Leena2014]_ "
