"Referencing Table","Requirement","Comment"
"`SUEWS_SiteSelect.txt`","`MD`","Limit when surface totally covered with water [mm] Used for LUMPS surface wetness control. Default recommended value of 1 mm from Loridan et al. (2011) [L2011]_ . "
