#iy	id	it	imin	Tiair	Tsurf	Troof	Troad	Twall	Twall_n	Twall_e	Twall_s	Twall_w
2015	311	21	0	21.37	13.14	13.14	13.14	13.14	13.14	13.14	13.14	13.14
2015	311	21	30	21.25	12.74	12.74	12.74	12.74	12.74	12.74	12.74	12.74
2015	311	22	0	21.06	12.66	12.66	12.66	12.66	12.66	12.66	12.66	12.66
2015	311	22	30	20.94	12.76	12.76	12.76	12.76	12.76	12.76	12.76	12.76
2015	311	23	0	20.84	12.61	12.61	12.61	12.61	12.61	12.61	12.61	12.61
2015	311	23	30	20.78	12.13	12.13	12.13	12.13	12.13	12.13	12.13	12.13
2015	312	0	0	20.71	12.11	12.11	12.11	12.11	12.11	12.11	12.11	12.11
2015	312	0	30	20.68	11.09	11.09	11.09	11.09	11.09	11.09	11.09	11.09
2015	312	1	0	20.48	10.47	10.47	10.47	10.47	10.47	10.47	10.47	10.47
2015	312	1	30	20.34	11.22	11.22	11.22	11.22	11.22	11.22	11.22	11.22
2015	312	2	0	20.27	11.17	11.17	11.17	11.17	11.17	11.17	11.17	11.17
2015	312	2	30	20.27	11.42	11.42	11.42	11.42	11.42	11.42	11.42	11.42
2015	312	3	0	20.23	10.96	10.96	10.96	10.96	10.96	10.96	10.96	10.96
2015	312	3	30	20.2	10.66	10.66	10.66	10.66	10.66	10.66	10.66	10.66
2015	312	4	0	20.11	10.39	10.39	10.39	10.39	10.39	10.39	10.39	10.39
2015	312	4	30	20.09	10.32	10.32	10.32	10.32	10.32	10.32	10.32	10.32
2015	312	5	0	20.05	10.36	10.36	10.36	10.36	10.36	10.36	10.36	10.36
2015	312	5	30	20.04	10.08	10.08	10.08	10.08	10.08	10.08	10.08	10.08
2015	312	6	0	20.08	9.79	9.79	9.79	9.79	9.79	9.79	9.79	9.79
2015	312	6	30	20.03	9.90	9.90	9.90	9.90	9.90	9.90	9.90	9.90
2015	312	7	0	20.04	9.97	9.97	9.97	9.97	9.97	9.97	9.97	9.97
2015	312	7	30	20.12	9.52	9.52	9.52	9.52	9.52	9.52	9.52	9.52
2015	312	8	0	20.27	9.34	9.34	9.34	9.34	9.34	9.34	9.34	9.34
2015	312	8	30	20.35	10.64	10.64	10.64	10.64	10.64	10.64	10.64	10.64
2015	312	9	0	20.58	12.08	12.08	12.08	12.08	12.08	12.08	12.08	12.08
2015	312	9	30	20.89	13.39	13.39	13.39	13.39	13.39	13.39	13.39	13.39
2015	312	10	0	21.2	15.83	15.83	15.83	15.83	15.83	15.83	15.83	15.83
2015	312	10	30	21.39	17.55	17.55	17.55	17.55	17.55	17.55	17.55	17.55
2015	312	11	0	21.63	18.92	18.92	18.92	18.92	18.92	18.92	18.92	18.92
2015	312	11	30	21.87	20.40	20.40	20.40	20.40	20.40	20.40	20.40	20.40
2015	312	12	0	22.16	21.51	21.51	21.51	21.51	21.51	21.51	21.51	21.51
2015	312	12	30	22.4	22.22	22.22	22.22	22.22	22.22	22.22	22.22	22.22
2015	312	13	0	22.55	22.45	22.45	22.45	22.45	22.45	22.45	22.45	22.45
2015	312	13	30	22.61	22.41	22.41	22.41	22.41	22.41	22.41	22.41	22.41
2015	312	14	0	22.68	21.97	21.97	21.97	21.97	21.97	21.97	21.97	21.97
2015	312	14	30	22.7	21.46	21.46	21.46	21.46	21.46	21.46	21.46	21.46
2015	312	15	0	22.72	20.63	20.63	20.63	20.63	20.63	20.63	20.63	20.63
2015	312	15	30	22.64	19.57	19.57	19.57	19.57	19.57	19.57	19.57	19.57
2015	312	16	0	22.52	18.20	18.20	18.20	18.20	18.20	18.20	18.20	18.20
2015	312	16	30	22.37	16.58	16.58	16.58	16.58	16.58	16.58	16.58	16.58
2015	312	17	0	22.24	14.36	14.36	14.36	14.36	14.36	14.36	14.36	14.36
2015	312	17	30	22.04	12.75	12.75	12.75	12.75	12.75	12.75	12.75	12.75
2015	312	18	0	21.91	10.58	10.58	10.58	10.58	10.58	10.58	10.58	10.58
2015	312	18	30	21.7	9.52	9.52	9.52	9.52	9.52	9.52	9.52	9.52
2015	312	19	0	21.51	11.04	11.04	11.04	11.04	11.04	11.04	11.04	11.04
2015	312	19	30	21.33	11.80	11.80	11.80	11.80	11.80	11.80	11.80	11.80
2015	312	20	0	21.22	11.59	11.59	11.59	11.59	11.59	11.59	11.59	11.59
2015	312	20	30	21.14	11.33	11.33	11.33	11.33	11.33	11.33	11.33	11.33
2015	312	21	0	20.99	10.93	10.93	10.93	10.93	10.93	10.93	10.93	10.93
2015	312	21	30	20.82	11.27	11.27	11.27	11.27	11.27	11.27	11.27	11.27
2015	312	22	0	20.69	10.88	10.88	10.88	10.88	10.88	10.88	10.88	10.88
2015	312	22	30	20.56	10.60	10.60	10.60	10.60	10.60	10.60	10.60	10.60
2015	312	23	0	20.44	10.24	10.24	10.24	10.24	10.24	10.24	10.24	10.24
2015	312	23	30	20.31	10.18	10.18	10.18	10.18	10.18	10.18	10.18	10.18
2015	313	0	0	20.21	9.80	9.80	9.80	9.80	9.80	9.80	9.80	9.80
2015	313	0	30	20.16	9.79	9.79	9.79	9.79	9.79	9.79	9.79	9.79
2015	313	1	0	20.08	9.03	9.03	9.03	9.03	9.03	9.03	9.03	9.03
2015	313	1	30	19.9	8.98	8.98	8.98	8.98	8.98	8.98	8.98	8.98
2015	313	2	0	19.9	8.94	8.94	8.94	8.94	8.94	8.94	8.94	8.94
2015	313	2	30	19.84	8.77	8.77	8.77	8.77	8.77	8.77	8.77	8.77
2015	313	3	0	19.75	8.58	8.58	8.58	8.58	8.58	8.58	8.58	8.58
2015	313	3	30	19.72	8.43	8.43	8.43	8.43	8.43	8.43	8.43	8.43
2015	313	4	0	19.69	8.32	8.32	8.32	8.32	8.32	8.32	8.32	8.32
2015	313	4	30	19.73	8.02	8.02	8.02	8.02	8.02	8.02	8.02	8.02
2015	313	5	0	19.7	6.09	6.09	6.09	6.09	6.09	6.09	6.09	6.09
2015	313	5	30	19.69	7.34	7.34	7.34	7.34	7.34	7.34	7.34	7.34
2015	313	6	0	19.67	7.14	7.14	7.14	7.14	7.14	7.14	7.14	7.14
2015	313	6	30	19.73	7.25	7.25	7.25	7.25	7.25	7.25	7.25	7.25
2015	313	7	0	19.84	8.07	8.07	8.07	8.07	8.07	8.07	8.07	8.07
2015	313	7	30	20	8.77	8.77	8.77	8.77	8.77	8.77	8.77	8.77
2015	313	8	0	20.03	9.08	9.08	9.08	9.08	9.08	9.08	9.08	9.08
2015	313	8	30	20.15	10.01	10.01	10.01	10.01	10.01	10.01	10.01	10.01
2015	313	9	0	20.39	10.92	10.92	10.92	10.92	10.92	10.92	10.92	10.92
2015	313	9	30	20.59	12.93	12.93	12.93	12.93	12.93	12.93	12.93	12.93
2015	313	10	0	20.9	13.63	13.63	13.63	13.63	13.63	13.63	13.63	13.63
2015	313	10	30	21.08	16.70	16.70	16.70	16.70	16.70	16.70	16.70	16.70
2015	313	11	0	21.27	17.16	17.16	17.16	17.16	17.16	17.16	17.16	17.16
2015	313	11	30	21.47	17.13	17.13	17.13	17.13	17.13	17.13	17.13	17.13
2015	313	12	0	21.72	17.99	17.99	17.99	17.99	17.99	17.99	17.99	17.99
2015	313	12	30	21.79	18.49	18.49	18.49	18.49	18.49	18.49	18.49	18.49
2015	313	13	0	21.95	17.46	17.46	17.46	17.46	17.46	17.46	17.46	17.46
2015	313	13	30	22.02	16.74	16.74	16.74	16.74	16.74	16.74	16.74	16.74
2015	313	14	0	21.86	16.76	16.76	16.76	16.76	16.76	16.76	16.76	16.76
2015	313	14	30	21.85	18.68	18.68	18.68	18.68	18.68	18.68	18.68	18.68
2015	313	15	0	21.84	17.33	17.33	17.33	17.33	17.33	17.33	17.33	17.33
2015	313	15	30	21.79	17.52	17.52	17.52	17.52	17.52	17.52	17.52	17.52
2015	313	16	0	21.78	16.08	16.08	16.08	16.08	16.08	16.08	16.08	16.08
2015	313	16	30	21.74	15.17	15.17	15.17	15.17	15.17	15.17	15.17	15.17
2015	313	17	0	21.64	14.44	14.44	14.44	14.44	14.44	14.44	14.44	14.44
2015	313	17	30	21.58	12.02	12.02	12.02	12.02	12.02	12.02	12.02	12.02
2015	313	18	0	21.53	10.83	10.83	10.83	10.83	10.83	10.83	10.83	10.83
2015	313	18	30	21.45	9.86	9.86	9.86	9.86	9.86	9.86	9.86	9.86
2015	313	19	0	21.31	7.28	7.28	7.28	7.28	7.28	7.28	7.28	7.28
2015	313	19	30	21.29	9.15	9.15	9.15	9.15	9.15	9.15	9.15	9.15
2015	313	20	0	21.2	8.35	8.35	8.35	8.35	8.35	8.35	8.35	8.35
2015	313	20	30	21.14	6.59	6.59	6.59	6.59	6.59	6.59	6.59	6.59
2015	313	21	0	21.15	7.27	7.27	7.27	7.27	7.27	7.27	7.27	7.27
2015	313	21	30	20.93	8.39	8.39	8.39	8.39	8.39	8.39	8.39	8.39
2015	313	22	0	20.79	9.62	9.62	9.62	9.62	9.62	9.62	9.62	9.62
2015	313	22	30	20.87	8.83	8.83	8.83	8.83	8.83	8.83	8.83	8.83
2015	313	23	0	20.56	7.73	7.73	7.73	7.73	7.73	7.73	7.73	7.73
2015	313	23	30	20.7	8.61	8.61	8.61	8.61	8.61	8.61	8.61	8.61
2015	314	0	0	20.61	10.56	10.56	10.56	10.56	10.56	10.56	10.56	10.56
2015	314	0	30	20.55	11.24	11.24	11.24	11.24	11.24	11.24	11.24	11.24
2015	314	1	0	20.46	9.47	9.47	9.47	9.47	9.47	9.47	9.47	9.47
2015	314	1	30	20.38	10.57	10.57	10.57	10.57	10.57	10.57	10.57	10.57
2015	314	2	0	20.28	8.83	8.83	8.83	8.83	8.83	8.83	8.83	8.83
2015	314	2	30	20.15	7.45	7.45	7.45	7.45	7.45	7.45	7.45	7.45
2015	314	3	0	20.2	5.90	5.90	5.90	5.90	5.90	5.90	5.90	5.90
2015	314	3	30	20.24	7.44	7.44	7.44	7.44	7.44	7.44	7.44	7.44
2015	314	4	0	20.22	6.38	6.38	6.38	6.38	6.38	6.38	6.38	6.38
2015	314	4	30	20.15	5.65	5.65	5.65	5.65	5.65	5.65	5.65	5.65
2015	314	5	0	20.1	6.76	6.76	6.76	6.76	6.76	6.76	6.76	6.76
2015	314	5	30	19.88	8.29	8.29	8.29	8.29	8.29	8.29	8.29	8.29
2015	314	6	0	19.95	5.61	5.61	5.61	5.61	5.61	5.61	5.61	5.61
2015	314	6	30	19.96	4.75	4.75	4.75	4.75	4.75	4.75	4.75	4.75
2015	314	7	0	19.93	5.70	5.70	5.70	5.70	5.70	5.70	5.70	5.70
2015	314	7	30	19.9	6.82	6.82	6.82	6.82	6.82	6.82	6.82	6.82
2015	314	8	0	19.96	5.27	5.27	5.27	5.27	5.27	5.27	5.27	5.27
2015	314	8	30	20.13	5.83	5.83	5.83	5.83	5.83	5.83	5.83	5.83
2015	314	9	0	20.31	8.19	8.19	8.19	8.19	8.19	8.19	8.19	8.19
2015	314	9	30	20.54	12.25	12.25	12.25	12.25	12.25	12.25	12.25	12.25
2015	314	10	0	20.67	14.45	14.45	14.45	14.45	14.45	14.45	14.45	14.45
2015	314	10	30	20.87	15.86	15.86	15.86	15.86	15.86	15.86	15.86	15.86
2015	314	11	0	20.97	16.93	16.93	16.93	16.93	16.93	16.93	16.93	16.93
2015	314	11	30	21.15	17.76	17.76	17.76	17.76	17.76	17.76	17.76	17.76
2015	314	12	0	21.24	19.01	19.01	19.01	19.01	19.01	19.01	19.01	19.01
2015	314	12	30	21.39	19.49	19.49	19.49	19.49	19.49	19.49	19.49	19.49
2015	314	13	0	21.51	19.42	19.42	19.42	19.42	19.42	19.42	19.42	19.42
2015	314	13	30	21.64	19.19	19.19	19.19	19.19	19.19	19.19	19.19	19.19
2015	314	14	0	21.73	18.72	18.72	18.72	18.72	18.72	18.72	18.72	18.72
2015	314	14	30	21.63	18.41	18.41	18.41	18.41	18.41	18.41	18.41	18.41
2015	314	15	0	21.5	17.85	17.85	17.85	17.85	17.85	17.85	17.85	17.85
2015	314	15	30	21.44	15.77	15.77	15.77	15.77	15.77	15.77	15.77	15.77
2015	314	16	0	21.37	14.30	14.30	14.30	14.30	14.30	14.30	14.30	14.30
2015	314	16	30	21.29	12.05	12.05	12.05	12.05	12.05	12.05	12.05	12.05
2015	314	17	0	21.2	8.79	8.79	8.79	8.79	8.79	8.79	8.79	8.79
2015	314	17	30	21.14	6.51	6.51	6.51	6.51	6.51	6.51	6.51	6.51
2015	314	18	0	21.07	5.02	5.02	5.02	5.02	5.02	5.02	5.02	5.02
2015	314	18	30	21	4.07	4.07	4.07	4.07	4.07	4.07	4.07	4.07
2015	314	19	0	20.89	3.70	3.70	3.70	3.70	3.70	3.70	3.70	3.70
2015	314	19	30	20.77	3.56	3.56	3.56	3.56	3.56	3.56	3.56	3.56
2015	314	20	0	20.51	6.55	6.55	6.55	6.55	6.55	6.55	6.55	6.55
2015	314	20	30	20.36	4.39	4.39	4.39	4.39	4.39	4.39	4.39	4.39
2015	314	21	0	20.24	5.62	5.62	5.62	5.62	5.62	5.62	5.62	5.62
2015	314	21	30	20.12	6.00	6.00	6.00	6.00	6.00	6.00	6.00	6.00
2015	314	22	0	20.04	5.96	5.96	5.96	5.96	5.96	5.96	5.96	5.96
2015	314	22	30	19.91	4.86	4.86	4.86	4.86	4.86	4.86	4.86	4.86
2015	314	23	0	19.81	3.87	3.87	3.87	3.87	3.87	3.87	3.87	3.87
2015	314	23	30	19.68	4.30	4.30	4.30	4.30	4.30	4.30	4.30	4.30
2015	315	0	0	19.58	4.62	4.62	4.62	4.62	4.62	4.62	4.62	4.62
2015	315	0	30	19.49	4.28	4.28	4.28	4.28	4.28	4.28	4.28	4.28
2015	315	1	0	19.42	4.34	4.34	4.34	4.34	4.34	4.34	4.34	4.34
2015	315	1	30	19.29	4.33	4.33	4.33	4.33	4.33	4.33	4.33	4.33
2015	315	2	0	19.28	3.53	3.53	3.53	3.53	3.53	3.53	3.53	3.53
2015	315	2	30	19.26	3.41	3.41	3.41	3.41	3.41	3.41	3.41	3.41
2015	315	3	0	19.1	3.61	3.61	3.61	3.61	3.61	3.61	3.61	3.61
2015	315	3	30	19.13	4.85	4.85	4.85	4.85	4.85	4.85	4.85	4.85
2015	315	4	0	19.12	4.18	4.18	4.18	4.18	4.18	4.18	4.18	4.18
2015	315	4	30	19.03	3.43	3.43	3.43	3.43	3.43	3.43	3.43	3.43
2015	315	5	0	18.98	2.51	2.51	2.51	2.51	2.51	2.51	2.51	2.51
2015	315	5	30	18.92	2.04	2.04	2.04	2.04	2.04	2.04	2.04	2.04
2015	315	6	0	18.96	1.61	1.61	1.61	1.61	1.61	1.61	1.61	1.61
2015	315	6	30	19	1.52	1.52	1.52	1.52	1.52	1.52	1.52	1.52
2015	315	7	0	19.02	1.68	1.68	1.68	1.68	1.68	1.68	1.68	1.68
2015	315	7	30	18.96	2.18	2.18	2.18	2.18	2.18	2.18	2.18	2.18
2015	315	8	0	19.25	2.02	2.02	2.02	2.02	2.02	2.02	2.02	2.02
2015	315	8	30	19.46	1.84	1.84	1.84	1.84	1.84	1.84	1.84	1.84
2015	315	9	0	19.55	4.91	4.91	4.91	4.91	4.91	4.91	4.91	4.91
2015	315	9	30	19.76	7.29	7.29	7.29	7.29	7.29	7.29	7.29	7.29
2015	315	10	0	19.88	9.49	9.49	9.49	9.49	9.49	9.49	9.49	9.49
2015	315	10	30	20.04	11.67	11.67	11.67	11.67	11.67	11.67	11.67	11.67
2015	315	11	0	20.24	13.12	13.12	13.12	13.12	13.12	13.12	13.12	13.12
2015	315	11	30	20.36	13.90	13.90	13.90	13.90	13.90	13.90	13.90	13.90
2015	315	12	0	20.55	15.40	15.40	15.40	15.40	15.40	15.40	15.40	15.40
2015	315	12	30	20.66	16.06	16.06	16.06	16.06	16.06	16.06	16.06	16.06
2015	315	13	0	20.77	16.67	16.67	16.67	16.67	16.67	16.67	16.67	16.67
2015	315	13	30	20.9	16.55	16.55	16.55	16.55	16.55	16.55	16.55	16.55
2015	315	14	0	20.99	16.36	16.36	16.36	16.36	16.36	16.36	16.36	16.36
2015	315	14	30	21.03	16.00	16.00	16.00	16.00	16.00	16.00	16.00	16.00
2015	315	15	0	21.04	15.35	15.35	15.35	15.35	15.35	15.35	15.35	15.35
2015	315	15	30	21.06	14.21	14.21	14.21	14.21	14.21	14.21	14.21	14.21
2015	315	16	0	21.05	12.58	12.58	12.58	12.58	12.58	12.58	12.58	12.58
2015	315	16	30	20.98	9.92	9.92	9.92	9.92	9.92	9.92	9.92	9.92
2015	315	17	0	20.96	5.76	5.76	5.76	5.76	5.76	5.76	5.76	5.76
2015	315	17	30	20.74	3.05	3.05	3.05	3.05	3.05	3.05	3.05	3.05
2015	315	18	0	20.53	2.09	2.09	2.09	2.09	2.09	2.09	2.09	2.09
2015	315	18	30	20.37	1.68	1.68	1.68	1.68	1.68	1.68	1.68	1.68
2015	315	19	0	20.28	2.81	2.81	2.81	2.81	2.81	2.81	2.81	2.81
2015	315	19	30	20.19	4.82	4.82	4.82	4.82	4.82	4.82	4.82	4.82
2015	315	20	0	20.07	5.54	5.54	5.54	5.54	5.54	5.54	5.54	5.54
2015	315	20	30	19.94	5.35	5.35	5.35	5.35	5.35	5.35	5.35	5.35
2015	315	21	0	19.8	5.40	5.40	5.40	5.40	5.40	5.40	5.40	5.40
2015	315	21	30	19.73	4.40	4.40	4.40	4.40	4.40	4.40	4.40	4.40
2015	315	22	0	19.57	4.69	4.69	4.69	4.69	4.69	4.69	4.69	4.69
2015	315	22	30	19.48	4.55	4.55	4.55	4.55	4.55	4.55	4.55	4.55
2015	315	23	0	19.39	4.21	4.21	4.21	4.21	4.21	4.21	4.21	4.21
2015	315	23	30	19.32	2.83	2.83	2.83	2.83	2.83	2.83	2.83	2.83
2015	316	0	0	19.23	1.67	1.67	1.67	1.67	1.67	1.67	1.67	1.67
2015	316	0	30	19.1	2.48	2.48	2.48	2.48	2.48	2.48	2.48	2.48
2015	316	1	0	19.02	3.09	3.09	3.09	3.09	3.09	3.09	3.09	3.09
2015	316	1	30	18.91	2.96	2.96	2.96	2.96	2.96	2.96	2.96	2.96
2015	316	2	0	18.8	2.99	2.99	2.99	2.99	2.99	2.99	2.99	2.99
2015	316	2	30	18.69	2.80	2.80	2.80	2.80	2.80	2.80	2.80	2.80
2015	316	3	0	18.62	2.58	2.58	2.58	2.58	2.58	2.58	2.58	2.58
2015	316	3	30	18.6	2.11	2.11	2.11	2.11	2.11	2.11	2.11	2.11
2015	316	4	0	18.58	2.29	2.29	2.29	2.29	2.29	2.29	2.29	2.29
2015	316	4	30	18.5	2.13	2.13	2.13	2.13	2.13	2.13	2.13	2.13
2015	316	5	0	18.55	1.66	1.66	1.66	1.66	1.66	1.66	1.66	1.66
2015	316	5	30	18.49	1.38	1.38	1.38	1.38	1.38	1.38	1.38	1.38
2015	316	6	0	18.52	1.59	1.59	1.59	1.59	1.59	1.59	1.59	1.59
2015	316	6	30	18.56	1.71	1.71	1.71	1.71	1.71	1.71	1.71	1.71
2015	316	7	0	18.55	1.61	1.61	1.61	1.61	1.61	1.61	1.61	1.61
2015	316	7	30	18.65	1.61	1.61	1.61	1.61	1.61	1.61	1.61	1.61
2015	316	8	0	18.7	2.04	2.04	2.04	2.04	2.04	2.04	2.04	2.04
2015	316	8	30	18.84	3.04	3.04	3.04	3.04	3.04	3.04	3.04	3.04
2015	316	9	0	18.95	4.93	4.93	4.93	4.93	4.93	4.93	4.93	4.93
2015	316	9	30	19.13	6.99	6.99	6.99	6.99	6.99	6.99	6.99	6.99
2015	316	10	0	19.46	8.81	8.81	8.81	8.81	8.81	8.81	8.81	8.81
2015	316	10	30	19.82	10.54	10.54	10.54	10.54	10.54	10.54	10.54	10.54
2015	316	11	0	20.12	11.90	11.90	11.90	11.90	11.90	11.90	11.90	11.90
2015	316	11	30	20.43	13.27	13.27	13.27	13.27	13.27	13.27	13.27	13.27
2015	316	12	0	20.71	14.51	14.51	14.51	14.51	14.51	14.51	14.51	14.51
2015	316	12	30	20.97	15.85	15.85	15.85	15.85	15.85	15.85	15.85	15.85
2015	316	13	0	21.14	16.25	16.25	16.25	16.25	16.25	16.25	16.25	16.25
2015	316	13	30	21.26	15.82	15.82	15.82	15.82	15.82	15.82	15.82	15.82
2015	316	14	0	21.3	15.64	15.64	15.64	15.64	15.64	15.64	15.64	15.64
2015	316	14	30	21.29	15.41	15.41	15.41	15.41	15.41	15.41	15.41	15.41
2015	316	15	0	21.26	14.69	14.69	14.69	14.69	14.69	14.69	14.69	14.69
2015	316	15	30	21.13	13.76	13.76	13.76	13.76	13.76	13.76	13.76	13.76
2015	316	16	0	21.05	12.61	12.61	12.61	12.61	12.61	12.61	12.61	12.61
2015	316	16	30	20.9	10.49	10.49	10.49	10.49	10.49	10.49	10.49	10.49
2015	316	17	0	20.76	8.95	8.95	8.95	8.95	8.95	8.95	8.95	8.95
2015	316	17	30	20.57	8.10	8.10	8.10	8.10	8.10	8.10	8.10	8.10
2015	316	18	0	20.45	7.30	7.30	7.30	7.30	7.30	7.30	7.30	7.30
2015	316	18	30	20.32	6.73	6.73	6.73	6.73	6.73	6.73	6.73	6.73
2015	316	19	0	20.15	6.66	6.66	6.66	6.66	6.66	6.66	6.66	6.66
2015	316	19	30	19.97	7.03	7.03	7.03	7.03	7.03	7.03	7.03	7.03
2015	316	20	0	19.82	6.54	6.54	6.54	6.54	6.54	6.54	6.54	6.54
2015	316	20	30	19.74	6.31	6.31	6.31	6.31	6.31	6.31	6.31	6.31
2015	316	21	0	19.67	6.19	6.19	6.19	6.19	6.19	6.19	6.19	6.19
2015	316	21	30	19.63	5.52	5.52	5.52	5.52	5.52	5.52	5.52	5.52
2015	316	22	0	19.57	5.23	5.23	5.23	5.23	5.23	5.23	5.23	5.23
2015	316	22	30	19.47	4.80	4.80	4.80	4.80	4.80	4.80	4.80	4.80
2015	316	23	0	19.43	5.15	5.15	5.15	5.15	5.15	5.15	5.15	5.15
2015	316	23	30	19.37	5.31	5.31	5.31	5.31	5.31	5.31	5.31	5.31
2015	317	0	0	19.36	5.00	5.00	5.00	5.00	5.00	5.00	5.00	5.00
2015	317	0	30	19.33	4.84	4.84	4.84	4.84	4.84	4.84	4.84	4.84
2015	317	1	0	19.27	4.55	4.55	4.55	4.55	4.55	4.55	4.55	4.55
2015	317	1	30	19.24	5.46	5.46	5.46	5.46	5.46	5.46	5.46	5.46
2015	317	2	0	19.16	5.62	5.62	5.62	5.62	5.62	5.62	5.62	5.62
2015	317	2	30	19.13	5.08	5.08	5.08	5.08	5.08	5.08	5.08	5.08
2015	317	3	0	19.1	4.72	4.72	4.72	4.72	4.72	4.72	4.72	4.72
2015	317	3	30	19.02	4.61	4.61	4.61	4.61	4.61	4.61	4.61	4.61
2015	317	4	0	19	4.15	4.15	4.15	4.15	4.15	4.15	4.15	4.15
2015	317	4	30	18.98	4.17	4.17	4.17	4.17	4.17	4.17	4.17	4.17
2015	317	5	0	18.95	4.33	4.33	4.33	4.33	4.33	4.33	4.33	4.33
2015	317	5	30	18.98	4.51	4.51	4.51	4.51	4.51	4.51	4.51	4.51
2015	317	6	0	18.99	4.41	4.41	4.41	4.41	4.41	4.41	4.41	4.41
2015	317	6	30	19.04	4.28	4.28	4.28	4.28	4.28	4.28	4.28	4.28
2015	317	7	0	19.05	4.19	4.19	4.19	4.19	4.19	4.19	4.19	4.19
2015	317	7	30	19.14	4.30	4.30	4.30	4.30	4.30	4.30	4.30	4.30
2015	317	8	0	19.27	4.69	4.69	4.69	4.69	4.69	4.69	4.69	4.69
2015	317	8	30	19.34	6.62	6.62	6.62	6.62	6.62	6.62	6.62	6.62
2015	317	9	0	19.46	8.82	8.82	8.82	8.82	8.82	8.82	8.82	8.82
2015	317	9	30	19.63	9.03	9.03	9.03	9.03	9.03	9.03	9.03	9.03
2015	317	10	0	19.81	9.67	9.67	9.67	9.67	9.67	9.67	9.67	9.67
2015	317	10	30	20.05	11.85	11.85	11.85	11.85	11.85	11.85	11.85	11.85
2015	317	11	0	20.26	14.09	14.09	14.09	14.09	14.09	14.09	14.09	14.09
2015	317	11	30	20.43	14.52	14.52	14.52	14.52	14.52	14.52	14.52	14.52
2015	317	12	0	20.59	12.88	12.88	12.88	12.88	12.88	12.88	12.88	12.88
2015	317	12	30	20.67	13.36	13.36	13.36	13.36	13.36	13.36	13.36	13.36
2015	317	13	0	20.75	13.19	13.19	13.19	13.19	13.19	13.19	13.19	13.19
2015	317	13	30	20.84	13.09	13.09	13.09	13.09	13.09	13.09	13.09	13.09
2015	317	14	0	20.88	13.27	13.27	13.27	13.27	13.27	13.27	13.27	13.27
2015	317	14	30	21.01	12.99	12.99	12.99	12.99	12.99	12.99	12.99	12.99
2015	317	15	0	21.04	13.28	13.28	13.28	13.28	13.28	13.28	13.28	13.28
2015	317	15	30	21.05	12.82	12.82	12.82	12.82	12.82	12.82	12.82	12.82
2015	317	16	0	21.07	12.39	12.39	12.39	12.39	12.39	12.39	12.39	12.39
2015	317	16	30	21.08	11.95	11.95	11.95	11.95	11.95	11.95	11.95	11.95
2015	317	17	0	21.07	11.65	11.65	11.65	11.65	11.65	11.65	11.65	11.65
2015	317	17	30	21.04	11.47	11.47	11.47	11.47	11.47	11.47	11.47	11.47
2015	317	18	0	21.03	11.00	11.00	11.00	11.00	11.00	11.00	11.00	11.00
2015	317	18	30	21	10.65	10.65	10.65	10.65	10.65	10.65	10.65	10.65
2015	317	19	0	21.01	10.55	10.55	10.55	10.55	10.55	10.55	10.55	10.55
2015	317	19	30	20.99	10.54	10.54	10.54	10.54	10.54	10.54	10.54	10.54
2015	317	20	0	20.94	10.44	10.44	10.44	10.44	10.44	10.44	10.44	10.44
2015	317	20	30	20.87	11.06	11.06	11.06	11.06	11.06	11.06	11.06	11.06
2015	317	21	0	20.82	11.09	11.09	11.09	11.09	11.09	11.09	11.09	11.09
2015	317	21	30	20.52	10.59	10.59	10.59	10.59	10.59	10.59	10.59	10.59
2015	317	22	0	20.48	11.16	11.16	11.16	11.16	11.16	11.16	11.16	11.16
2015	317	22	30	20.43	10.83	10.83	10.83	10.83	10.83	10.83	10.83	10.83
2015	317	23	0	20.39	10.73	10.73	10.73	10.73	10.73	10.73	10.73	10.73
2015	317	23	30	20.36	10.89	10.89	10.89	10.89	10.89	10.89	10.89	10.89
2015	318	0	0	20.29	11.01	11.01	11.01	11.01	11.01	11.01	11.01	11.01
2015	318	0	30	20.23	10.95	10.95	10.95	10.95	10.95	10.95	10.95	10.95
2015	318	1	0	20.08	10.76	10.76	10.76	10.76	10.76	10.76	10.76	10.76
2015	318	1	30	20	10.70	10.70	10.70	10.70	10.70	10.70	10.70	10.70
2015	318	2	0	19.9	9.93	9.93	9.93	9.93	9.93	9.93	9.93	9.93
2015	318	2	30	19.83	9.39	9.39	9.39	9.39	9.39	9.39	9.39	9.39
2015	318	3	0	19.81	8.06	8.06	8.06	8.06	8.06	8.06	8.06	8.06
2015	318	3	30	19.76	8.80	8.80	8.80	8.80	8.80	8.80	8.80	8.80
2015	318	4	0	19.72	9.12	9.12	9.12	9.12	9.12	9.12	9.12	9.12
2015	318	4	30	19.68	8.84	8.84	8.84	8.84	8.84	8.84	8.84	8.84
2015	318	5	0	19.61	7.45	7.45	7.45	7.45	7.45	7.45	7.45	7.45
2015	318	5	30	19.62	6.81	6.81	6.81	6.81	6.81	6.81	6.81	6.81
2015	318	6	0	19.61	5.82	5.82	5.82	5.82	5.82	5.82	5.82	5.82
2015	318	6	30	19.59	5.08	5.08	5.08	5.08	5.08	5.08	5.08	5.08
2015	318	7	0	19.56	3.75	3.75	3.75	3.75	3.75	3.75	3.75	3.75
2015	318	7	30	19.54	4.00	4.00	4.00	4.00	4.00	4.00	4.00	4.00
