"Referencing Table","Requirement","Comment"
"`SUEWS_SiteSelect.txt`","`MD`","Minute [M] Not used: set to 0 in this version. "
"`SSss_YYYY_ESTM_Ts_data_tt.txt`","`MU`","Minute [M]"
"`SSss_YYYY_data_tt.txt`","`MU`","Minute [M]"
